N	G	Iteration	dist_percent	z_score
2	11	123	0.07	-1.68039085636
2	12	124	0.283	-1.08357588338
2	16	125	0.417	-0.261575653333
2	13	126	0.314	-0.998960159974
2	16	127	0.194	-1.37960733324
2	11	128	0.16	-1.2809375841
2	17	129	0.533	1.06616365067
2	9	130	0.486	-0.849976936985
2	17	131	0.13	-1.61745454134
2	13	132	0.063	-0.606404924131
2	10	133	0.409	-0.490252501296
2	11	134	0.439	-0.915621607541
2	14	135	0.008	-1.93973152174
2	11	136	0.162	-1.24235469046
2	14	137	0.162	-1.18105728602
2	14	138	0.21	-1.27899285151
2	56	139	0.158	-1.45237793215
2	14	140	0.293	-1.02743311053
2	12	141	0.291	-1.08617590083
2	11	142	0.0	-1.19239295028
2	15	143	0.164	-1.15210534029
2	15	144	0.054	-1.08702710506
2	14	145	0.166	-0.984342165973
2	14	146	0.058	-1.32241253842
2	14	147	0.054	-2.06416785956
2	15	148	0.122	-1.3994566885
2	12	149	0.38	-0.893662650745
2	11	150	0.356	-0.527930457135
2	16	151	0.001	-1.19646369348
2	15	152	0.109	-1.39930510952
2	14	153	0.049	-1.41211556249
2	16	154	0.334	-0.289021038463
2	15	155	0.167	-1.28246068341
2	12	156	0.001	-0.980081201606
2	15	157	0.228	-1.31978922858
2	16	158	0.031	-1.10130411592
2	12	159	0.0	-0.998710818893
2	9	160	0.041	-1.42730551013
2	16	161	0.226	-1.37871596556
2	16	162	0.518	1.03458013591
2	14	163	0.338	-1.09929620771
2	12	164	0.199	-0.780704514317
2	17	165	0.132	-1.00131989662
2	13	166	0.156	-0.8802930306
2	15	167	0.112	-1.52337206147
2	17	168	0.035	-1.60193808258
2	16	169	0.073	-1.00248304972
2	16	170	0.151	-1.4547589115
2	10	171	0.006	-2.07426491798
2	14	172	0.079	-1.52318511148
2	12	173	0.301	-1.03852148077
2	17	174	0.248	-1.30445214842
2	12	175	0.023	-0.984980822335
2	11	176	0.065	-1.66082222362
2	20	177	0.422	-0.657464899837
2	19	178	0.471	-0.926202215342
2	15	179	0.407	-1.04646970436
2	15	180	0.091	-1.31980157064
2	17	181	0.398	-0.920107338297
2	58	182	0.458	-0.485085089318
2	19	183	0.43	-0.946620995594
2	15	184	0.118	-1.62631698972
2	17	185	0.149	-1.11520939633
2	13	186	0.294	-0.830537663642
2	14	187	0.377	-0.879993518783
2	13	188	0.288	-0.638060206044
2	16	189	0.001	-1.18761830381
2	13	190	0.046	-1.00542316313
2	12	191	0.518	1.03629408825
2	16	192	0.168	-1.27222215363
2	16	193	0.373	-0.974424764082
2	19	194	0.113	-1.02204858345
2	13	195	0.209	-1.29268234435
2	14	196	0.145	-1.52745381906
2	11	197	0.147	-1.43194712809
2	13	198	0.736	-0.493547799984
2	12	199	0.179	-1.32069594244
2	15	200	0.161	-1.33116635893
2	15	201	0.142	-1.16177797747
2	9	202	0.022	-1.42506155704
2	14	203	0.032	-1.31327599157
2	13	204	0.531	1.06403618819
2	8	205	0.0	-3.92996871183
2	17	206	0.165	-0.788089807807
2	9	207	0.215	-1.12127128429
2	17	208	0.187	-0.972088927841
2	11	209	0.94	-0.39199111915
2	13	210	0.233	-0.889181686122
2	19	211	0.504	-0.964940331334
2	14	212	0.058	-0.540853202257
2	15	213	0.774	1.05969994106
2	11	214	0.114	-0.955040754197
2	13	215	0.545	-0.779621936048
2	14	216	0.016	-1.68124954538
2	13	217	0.032	-1.76883280873
2	14	218	0.315	-1.06946805633
2	15	219	0.103	-1.68818102201
2	11	220	0.363	-0.982385498378
2	18	221	0.27	-1.26767377277
2	22	222	0.163	-1.39554303106
2	9	223	0.081	-1.51352105253
2	14	224	0.079	-0.943214922218
2	9	225	0.303	-0.460439975964
2	17	226	0.246	-1.32168530254
2	17	227	0.04	-1.3804288857
2	16	228	0.207	-1.04417196315
2	14	229	0.075	-0.935633112562
2	13	230	0.01	-1.92077098038
2	15	231	0.194	-1.10085509494
2	15	232	0.175	-0.913276878617
2	14	233	0.218	-0.930003106521
2	15	234	0.504	-0.919964708091
2	13	235	0.228	-1.30384024883
2	12	236	0.388	-0.487536383115
2	13	237	0.003	-1.1779660735
2	14	238	0.229	-1.4445549909
2	9	239	0.025	-2.14551482134
2	15	240	0.092	-1.42158299582
2	18	241	0.434	-0.83881224398
2	16	242	0.524	-0.789337037964
2	13	243	0.048	-0.928523198465
2	16	244	0.254	-1.3257843644
2	18	245	0.431	-0.96918364103
2	15	246	0.089	-1.72532113987
2	15	247	0.06	-0.952180483671
2	16	248	0.008	-1.69848014583
2	12	249	0.389	-0.927969953739
2	17	250	0.314	-0.120741704392
2	6	251	0.391	-0.541010099878
2	11	252	0.531	-0.787255158666
2	19	253	0.359	-0.927781797659
2	17	254	0.138	-1.41665295083
2	18	255	0.486	-0.806150201791
2	14	256	0.057	-2.04758636883
2	10	257	0.159	-1.64205472547
2	12	258	0.323	-1.02618796471
2	15	259	0.075	-1.77588855438
2	14	260	0.195	-1.39114493735
2	14	261	0.161	-0.92854677645
2	13	262	0.401	-0.989660206176
2	13	263	0.037	-1.08241849201
2	13	264	0.057	-1.78113946347
2	12	265	0.188	-0.956258412915
2	12	266	0.496	-0.942599541047
2	13	267	0.49	-0.793425931543
2	14	268	0.114	-1.4132765759
2	9	269	0.047	-1.81253068942
2	17	270	0.053	-1.9984961251
2	12	271	0.499	-0.791993809801
2	17	272	0.037	-1.07729335291
2	16	273	0.511	-0.796061279972
2	15	274	0.499	-0.789337037964
2	14	275	0.0	-1.20009601152
2	16	276	0.248	-1.32301442665
2	56	277	0.129	-1.28068731795
2	16	278	0.368	-0.875707258125
2	12	279	0.037	-1.77715482786
2	22	280	0.126	-1.38420647144
2	13	281	0.014	-0.907404704633
2	7	282	0.149	-1.2091100755
2	14	283	0.004	-1.15675882974
2	15	284	0.289	-0.140706394736
2	12	285	0.086	-1.53836111897
2	10	286	0.096	-1.38790749739
2	17	287	0.48	-0.295101711687
2	11	288	0.446	-0.843547734057
2	15	289	0.508	-0.792802316001
2	13	290	0.176	-0.964428592124
2	16	291	0.003	-1.17597335745
2	14	292	0.419	0.848658759243
2	14	293	0.461	-0.911634515644
2	16	294	0.067	-1.41485963023
2	59	295	0.52	-0.401691257178
2	18	296	0.182	-1.28363723251
2	15	297	0.162	-1.54166783375
2	16	298	0.145	-0.984211902559
2	15	299	0.092	-0.94940684625
2	11	300	0.359	-1.05917297
2	13	301	0.418	-0.284024087288
2	17	302	0.0	-1.19741636796
2	18	303	0.281	-1.33102982853
2	12	304	0.117	-1.39901926569
2	12	305	0.173	-0.994512456119
2	17	306	0.321	-1.17951138815
2	12	307	0.012	-1.36584520352
2	17	308	0.341	-0.944954360679
2	13	309	0.548	-0.772379261818
2	16	310	0.288	-0.974688189659
2	15	311	0.13	-1.29208852731
2	12	312	0.189	-0.860202270876
2	17	313	0.051	-1.95605816791
2	11	314	0.103	-1.71891691976
2	23	315	0.333	-1.04235003709
2	7	316	0.151	-1.2521753793
2	14	317	0.038	-1.36015901252
2	10	318	0.142	-1.14891472246
2	13	319	0.0	-1.17561213079
2	8	320	0.0	-2.71257726484
2	16	321	0.365	-0.987080475797
2	15	322	0.118	-0.970205939382
2	12	323	0.437	-0.970051611235
2	13	324	0.358	-1.0056280534
2	16	325	0.54	-0.781226159233
2	13	326	0.206	-1.06430256846
2	9	327	0.3	-0.936765307242
2	11	328	0.005	-1.1593472394
2	17	329	0.221	-1.35626094589
2	18	330	0.498	-0.802701623835
2	17	331	0.612	-0.53477686453
2	14	332	0.0	-1.93324035229
2	14	333	0.942	-0.391180505927
2	10	334	0.0	-1.18641038283
2	16	335	0.234	-1.18008251987
2	7	336	0.207	-1.02267299465
2	10	337	0.39	-0.504817027682
2	19	338	0.002	-1.21129345025
2	18	339	0.001	-1.20804824987
2	12	340	0.101	-1.34987205351
2	8	341	0.0	-4.7814053372
2	11	342	0.523	-0.501749146142
2	16	343	0.511	-0.932372406575
2	15	344	0.482	-0.202440421607
2	15	345	0.114	-1.40718822135
2	10	346	0.28	-0.523347514841
2	8	347	0.136	-1.63936781065
2	14	348	0.031	-1.76283184641
2	11	349	0.071	-1.64733588421
2	12	350	0.04	-1.31304180467
2	19	351	0.364	-0.947109411961
2	13	352	0.294	-1.22561264494
2	12	353	0.039	-1.76058601832
2	16	354	0.125	-0.970520544135
2	15	355	0.502	-0.215785786407
2	13	356	0.0	-1.19041995503
2	14	357	0.05	-1.47660007072
2	14	358	0.01	-0.962175751831
2	11	359	0.51	-0.787438191604
2	15	360	0.495	-0.296517229053
2	14	361	0.171	-0.958168158048
2	18	362	0.041	-1.96425932076
2	13	363	0.0	-1.19646369348
2	13	364	0.222	-1.33784167355
2	15	365	0.0	-1.19220462319
2	14	366	0.105	-1.31866310382
2	17	367	0.136	-1.06013879036
2	14	368	0.231	-1.02591255521
2	17	369	0.623	0.182652792922
2	15	370	0.248	-0.995359055413
2	14	371	0.112	-1.22742433289
2	55	372	0.031	-2.44356762736
2	18	373	0.081	-0.937509061572
2	9	374	0.06	-2.04854268154
2	12	375	0.541	-0.499388676712
2	12	376	0.047	-1.62393501985
2	57	377	0.178	-1.3255935787
2	12	378	0.024	-1.4004632584
2	16	379	0.064	-0.930268327195
2	9	380	0.073	-1.69257411019
2	13	381	0.072	-1.37648420525
2	14	382	0.12	-1.35865741745
2	10	383	0.038	-1.43162473917
2	6	384	0.391	-0.51102970946
2	54	385	0.103	-1.90529291827
2	14	386	0.003	-1.18409777999
2	14	387	0.926	-0.401836571742
2	19	388	0.031	-0.957499714976
2	14	389	0.05	-0.917081300054
2	21	390	0.337	-1.12079026888
2	7	391	0.0	-1.77524235102
2	19	392	0.119	-0.965936348974
2	22	393	0.162	-1.38350954547
2	9	394	0.441	-0.429486666072
2	15	395	0.011	-1.96210860594
2	17	396	0.0	-1.19846694284
2	21	397	0.039	-0.95396136438
2	9	398	0.206	-1.40654499934
2	11	399	0.122	-1.63698092461
2	15	400	0.506	-0.176237764931
2	15	401	0.014	-1.10993994152
2	13	402	0.364	-0.916791697276
2	12	403	0.116	-1.36136401209
2	17	404	0.227	-1.35568902941
2	8	405	0.123	-0.575949229486
2	11	406	0.241	-1.33644387178
2	15	407	0.095	-1.72513645262
2	14	408	0.17	-1.00661242266
2	12	409	0.1	-1.0460909638
2	12	410	0.204	-1.2748661136
2	14	411	0.002	-1.20144259719
2	57	412	0.285	-0.456168339767
2	18	413	0.389	-0.996787636739
2	15	414	0.175	-0.934432913102
2	11	415	0.099	-1.29082919066
2	17	416	0.523	-0.783681250751
2	15	417	0.278	-1.34298651128
2	12	418	0.567	-0.768095372643
2	16	419	0.0	-1.21426644037
2	13	420	0.251	-1.08924587613
2	16	421	0.185	-1.34125732883
2	56	422	0.327	-0.741731345128
2	15	423	0.307	-0.939253081099
2	7	424	0.0	-2.59078186045
2	16	425	0.54	1.08346277925
2	15	426	0.085	-1.8244797085
2	14	427	0.078	-1.91525912536
2	13	428	0.382	-0.895810319562
2	9	429	0.493	-0.834137458147
2	21	430	0.0	-1.19164017687
2	13	431	0.231	-1.29078810297
2	15	432	0.022	-0.551950650385
2	13	433	0.042	-1.15337927827
2	16	434	0.22	-1.38935846719
2	57	435	0.174	-1.27430782494
2	16	436	0.278	-0.952430375273
2	14	437	0.412	-0.892069689397
2	12	438	0.146	-1.00278791207
2	14	439	0.534	1.06829934264
2	17	440	0.501	-0.93340465545
2	15	441	0.468	-0.281540772515
2	9	442	0.0	-4.76081634497
2	13	443	0.085	-1.27794370821
2	16	444	0.118	-0.995006731992
2	18	445	0.498	-0.805692180455
2	13	446	0.0	-1.17417054578
2	15	447	0.114	-1.59508714223
2	9	448	0.099	-1.61542349827
2	7	449	0.0	-3.835630958
2	19	450	0.152	-1.38308511899
2	16	451	0.514	-0.238135499591
2	18	452	0.441	-0.963718711954
2	14	453	0.081	-0.957983117574
2	13	454	0.397	-0.903561491315
2	10	455	0.03	-1.70132264241
2	13	456	0.141	-1.40689287162
2	12	457	0.237	-0.885121894999
2	14	458	0.295	-0.583660096083
2	13	459	0.358	-0.934567311498
2	10	460	0.489	-0.888093799325
2	17	461	0.447	-0.940355050644
2	18	462	0.239	-0.933446733263
2	13	463	0.31	-1.02377870135
2	11	464	0.271	-1.3118046864
2	19	465	0.135	-1.69147356174
2	15	466	0.082	-0.50955464025
2	13	467	0.057	-1.32349501019
2	19	468	0.473	-0.966897172619
2	13	469	0.386	-0.485930387523
2	13	470	0.008	-0.962371038975
2	10	471	0.386	-0.510012442372
2	17	472	0.319	-0.983072813686
2	11	473	0.0	-1.21257906231
2	13	474	0.226	-0.906536084276
2	19	475	0.003	-1.20736322104
2	14	476	0.131	-0.889829920692
2	16	477	0.005	-1.18743222965
2	15	478	0.144	-1.373036302
2	16	479	0.298	-0.90822203529
2	15	480	0.002	-1.17660630613
2	20	481	0.396	-0.952163212188
2	13	482	0.0	-1.20211759209
2	17	483	0.074	-1.55620982777
2	12	484	0.058	-1.88286709971
2	19	485	0.0	-1.22139065282
2	15	486	0.49	-0.793988445567
2	14	487	0.127	-1.37944176497
2	15	488	0.0	-1.21376942163
2	15	489	0.144	-0.951904244837
2	14	490	0.348	-1.0681249451
2	17	491	0.131	-1.65416601166
2	20	492	0.238	-1.41115270269
2	16	493	0.218	-0.951661595293
2	11	494	0.0	-1.20048028819
2	13	495	0.277	-0.932955273785
2	16	496	0.049	-1.35222886084
2	13	497	0.358	-0.964002643238
2	11	498	0.072	-1.33841462962
2	10	499	0.017	-1.68719470881
2	19	500	0.278	-0.947627710424
2	12	501	0.06	-1.55079784263
2	13	502	0.093	-1.33084956729
2	5	503	0.0	-2.37570644699
2	15	504	0.187	-0.94332098744
2	13	505	0.058	-1.11701005161
2	14	506	0.511	-0.793738291671
2	17	507	0.491	-0.900098051573
2	14	508	0.366	-1.00481572396
2	17	509	0.159	-0.927987300337
2	17	510	0.003	-1.19371374357
2	12	511	0.393	-0.990324920379
2	15	512	0.125	-1.36443529169
2	19	513	0.209	-0.978805750783
2	18	514	0.458	-0.906525885228
2	11	515	0.068	-1.88296119719
2	11	516	0.08	-1.39199087646
2	8	517	0.573	1.158264634
2	15	518	0.252	-1.36188548339
2	15	519	0.075	-1.78488126166
2	13	520	0.0	-1.18892327683
2	12	521	0.484	-0.575422112933
2	13	522	0.346	-0.902646251759
2	12	523	0.168	-0.656571198266
2	14	524	0.228	-0.92469798602
2	16	525	0.898	-0.404987764492
2	16	526	0.048	-1.32896446545
2	14	527	0.131	-1.65648062978
2	14	528	0.208	-1.11990410267
2	16	529	0.135	-0.975206258692
2	18	530	0.193	-1.31474923733
2	13	531	0.085	-1.05013130457
2	16	532	0.175	-0.953517607198
2	14	533	0.383	-1.01114538745
2	11	534	0.129	-1.59024367177
2	17	535	0.209	-0.971007037146
2	57	536	0.158	-1.41814729148
2	14	537	0.149	-1.02149057703
2	11	538	0.0	-1.1936192556
2	16	539	0.213	-0.516022710954
2	13	540	0.274	-1.32928056673
2	14	541	0.038	-1.33699423785
2	15	542	0.156	-0.99573357757
2	15	543	0.075	-1.35814215176
2	14	544	0.476	-0.803219328902
2	15	545	0.071	-0.964331781744
2	16	546	0.154	-1.422158093
2	13	547	0.145	-1.37486015667
2	14	548	0.21	-1.29629576835
2	10	549	0.342	-0.925403471879
2	13	550	0.232	-1.07754097647
2	9	551	0.218	-1.18995468284
2	15	552	0.071	-1.00047550512
2	11	553	0.301	-1.25575831
2	18	554	0.044	-1.37703849048
2	18	555	0.045	-2.02246395694
2	16	556	0.438	-0.987002340265
2	19	557	0.003	-1.21347150317
2	16	558	0.414	-0.239821976386
2	54	559	0.024	-2.07070319747
2	13	560	0.337	-0.997084650643
2	17	561	0.512	-0.91373439713
2	17	562	0.272	-0.91357446462
2	15	563	0.0	-1.2132730127
2	12	564	0.243	-0.899253954495
2	13	565	0.068	-1.74566600775
2	14	566	0.032	-0.502324539587
2	14	567	0.316	-0.984054207316
2	14	568	0.007	-1.94270695212
2	13	569	0.166	-1.62964040535
2	13	570	0.339	-0.926480302798
2	11	571	0.253	-0.959023442001
2	18	572	0.186	-1.33901747515
2	14	573	0.074	-1.87226863109
2	13	574	0.207	-0.957555229281
2	15	575	0.392	-0.955757567087
2	11	576	0.496	-0.79776936431
2	7	577	0.28	-1.26316203189
2	14	578	0.209	-0.509407533971
2	11	579	0.292	-1.04377000576
2	14	580	0.101	-1.30276579072
2	16	581	0.07	-1.28073012574
2	16	582	0.198	-0.907965277192
2	14	583	0.062	-1.41456286563
2	13	584	0.472	0.944545227913
2	19	585	0.317	-0.936737591652
2	19	586	0.253	-1.29110599731
2	18	587	0.916	-0.403600023925
2	15	588	0.492	-0.0337561402049
2	9	589	0.023	-2.35196432935
2	20	590	0.051	-0.922068069286
2	16	591	0.218	-0.919384123646
2	14	592	0.789	-0.441436638447
2	16	593	0.122	-1.5689986333
2	16	594	0.159	-0.999833911905
2	9	595	0.105	-1.67748886741
2	21	596	0.16	-1.01196496057
2	13	597	0.193	-1.38926774839
2	12	598	0.057	-1.8435995853
2	13	599	0.254	-1.31290468179
2	15	600	0.037	-1.31551410456
2	10	601	0.069	-1.44003671541
2	16	602	0.0	-1.24934946652
2	16	603	0.21	-1.3726078908
2	12	604	0.582	-0.525127161705
2	17	605	0.466	-0.814395436532
2	14	606	0.065	-1.38020166857
2	16	607	0.541	-0.782780363856
2	15	608	0.178	-1.36476620979
2	11	609	0.029	-0.907590218553
2	13	610	0.335	-0.950557773624
2	16	611	0.437	-0.514595698142
2	16	612	0.477	-0.991490659131
2	13	613	0.549	1.10108348508
2	17	614	0.0	-1.18873658871
2	18	615	0.496	-0.969572628138
2	17	616	0.001	-1.20019204609
2	17	617	0.146	-1.29115937197
2	9	618	0.161	-1.1252957396
2	21	619	0.07	-1.4778983514
2	14	620	0.302	-0.909562168179
2	14	621	0.228	-0.948749920451
2	16	622	0.0	-1.19856258683
2	12	623	0.037	-1.6640219171
2	15	624	0.134	-1.3309314844
2	14	625	0.145	-1.27866062806
2	18	626	0.002	-1.19276987235
2	18	627	0.386	-0.901048168387
2	13	628	0.047	-1.35288426815
2	15	629	0.097	-0.981287677137
2	16	630	0.248	-1.16038957857
2	13	631	0.113	-1.4097408261
2	12	632	0.106	-1.25617262957
2	14	633	0.114	-1.35826524093
2	21	634	0.221	-0.918812383784
2	15	635	0.288	-1.06897044257
2	11	636	0.253	-1.06103117383
2	10	637	0.067	-1.75193561196
2	15	638	0.515	-0.794489463724
2	13	639	0.701	-0.474546222517
2	16	640	0.736	0.163527286739
2	16	641	0.491	-0.808584215854
2	15	642	0.435	-0.973888867873
2	16	643	0.005	-1.17724027794
2	16	644	0.001	-1.18659597695
2	7	645	0.315	-0.67235380609
2	13	646	0.443	-0.92937642176
2	14	647	0.314	-0.494611143057
2	10	648	0.096	-1.28217885193
2	16	649	0.388	-0.945347900475
2	13	650	0.06	-1.53329853675
2	16	651	0.164	-1.33047579178
2	16	652	0.742	0.191555400684
2	13	653	0.475	-0.125837610694
2	14	654	0.023	-2.0158967701
2	12	655	0.724	-0.510912538375
2	13	656	0.51	-0.935321202752
2	12	657	0.231	-0.903729656738
2	13	658	0.501	-0.795431434727
2	11	659	0.212	-1.33958151445
2	14	660	0.524	-0.790322477846
2	11	661	0.461	-0.904308146814
2	15	662	0.477	-0.955792568374
2	15	663	0.471	-0.341314890784
2	12	664	0.433	-1.01535685864
2	15	665	0.125	-1.24202956253
2	16	666	0.075	-1.38311320123
2	13	667	0.168	-0.912727872897
2	24	668	0.224	-0.965595758685
2	15	669	0.015	-1.80207275069
2	12	670	0.082	-1.37653524011
2	14	671	0.474	-0.958988993328
2	14	672	0.081	-1.421131824
2	18	673	0.538	-0.903587531528
2	13	674	0.037	-1.59219073689
2	11	675	0.165	-1.05320028038
2	13	676	0.01	-1.45032238535
2	11	677	0.022	-1.62621524969
2	10	678	0.027	-2.08121429071
2	13	679	0.0	-1.16916644763
2	16	680	0.048	-1.234726187
2	12	681	0.212	-1.32455984414
2	16	682	0.205	-1.33629576922
2	13	683	0.286	-1.06395322854
2	17	684	0.133	-1.0049872269
2	16	685	0.539	-0.203019086806
2	13	686	0.022	-1.00703600362
2	15	687	0.123	-1.43470003958
2	11	688	0.076	-1.97150637601
2	12	689	0.231	-1.08437747696
2	12	690	0.399	-0.95487933083
2	11	691	0.551	-0.775916850998
2	15	692	0.211	-1.25832805865
2	14	693	0.051	-1.37000380058
2	21	694	0.028	-1.29339024632
2	18	695	0.003	-1.17453044481
2	17	696	0.242	-1.20369603137
2	18	697	0.483	-0.809312103917
2	12	698	0.523	1.04702612996
2	14	699	0.228	-1.07877836786
2	10	700	0.428	-0.928050024072
2	10	701	0.318	-0.897194651386
2	19	702	0.264	-0.986018413749
2	13	703	0.109	-0.996725651175
2	14	704	0.101	-0.91352704971
2	13	705	0.247	-1.27210181403
2	11	706	0.276	-0.859088214793
2	18	707	0.494	-0.944834978681
2	12	708	0.014	-2.07863475188
2	17	709	0.481	-0.802055898025
2	16	710	0.404	-0.881399287086
2	12	711	0.284	-0.910785744512
2	13	712	0.142	-1.57878348223
2	14	713	0.047	-1.47827058628
2	11	714	0.947	-0.392202102044
2	12	715	0.019	-1.69553078113
2	13	716	0.17	-1.58792892188
2	10	717	0.122	-1.1744969512
2	15	718	0.223	-1.35279081112
2	16	719	0.065	-1.37167298913
2	14	720	0.19	-1.45804714356
2	14	721	0.078	-0.938922021327
2	14	722	0.118	-1.32356798852
2	15	723	0.226	-1.32868731713
2	12	724	0.079	-1.83981293399
2	18	725	0.188	-0.90153159362
2	4	726	0.0	-1.89293934594
2	13	727	0.049	-2.13296196086
2	9	728	0.672	-0.461568359204
2	13	729	0.0	-1.20473184148
2	14	730	0.148	-0.929285371955
2	20	731	0.466	-0.974242047233
2	14	732	0.515	-0.795368532395
2	13	733	0.091	-1.34694332577
2	16	734	0.001	-1.20942181285
2	17	735	0.26	-0.988791616971
2	14	736	0.002	-1.17139250053
2	14	737	0.115	-1.18128441518
2	16	738	0.144	-1.3426846162
2	15	739	0.196	-0.963743876022
2	11	740	0.234	-0.976660246589
2	15	741	0.162	-1.31505400661
2	11	742	0.0	-6.02059362393
2	10	743	0.168	-0.970970722647
2	17	744	0.127	-1.0687658942
2	9	745	0.203	-1.24286812782
2	13	746	0.615	-0.486610433611
2	11	747	0.024	-1.7223516316
2	14	748	0.369	-0.960341118033
2	10	749	0.035	-1.82562760188
2	9	750	0.032	-2.27941136129
2	15	751	0.091	-1.37227814109
2	16	752	0.494	-0.802636981063
2	15	753	0.254	-1.32661134941
2	58	754	0.359	-0.388233163238
2	14	755	0.183	-1.4527794085
2	11	756	0.472	-0.89439164144
2	6	757	0.0	-3.02574430897
2	14	758	0.004	-1.84168933248
2	15	759	0.001	-1.18529864398
2	12	760	0.084	-1.69184440141
2	13	761	0.0	-1.19182823656
2	16	762	0.096	-0.915919061507
2	12	763	0.267	-0.946908090553
2	10	764	0.181	-1.04286072836
2	15	765	0.004	-1.15978033264
2	13	766	0.04	-1.23409410791
2	13	767	0.024	-1.81848213302
2	15	768	0.024	-1.89132599905
2	17	769	0.517	0.0864263824277
2	13	770	0.001	-1.1832685475
2	10	771	0.346	-1.08944543315
2	13	772	0.104	-0.480905380018
2	9	773	0.139	-1.72664734067
2	14	774	0.0	-1.19703502516
2	13	775	0.079	-1.06556768513
2	15	776	0.126	-0.965493158464
