"ECB_01992"	"ECB_01999"	"ECB_02804"	"ECB_02821"	"ECB_03516"	"ECB_misc_RNA_47"	"ESCRE1901"	"ESCRE2157"	"ESCRE4497"	"IS3_insF"	"IS5_ESec3"	"araE"	"aroK"	"atoC"	"cls"	"crp"	"dppD"	"efeO"	"envZ"	"folM"	"frmB"	"frmC"	"fusA"	"glgC"	"glgP"	"glmS"	"glpF"	"glpR"	"glpT"	"hemA"	"hupB"	"hypE"	"iclR"	"ilvG"	"ilvL"	"infB"	"kpsD"	"kpsM"	"lon"	"malQ"	"metH"	"mraZ"	"mrdA"	"mrdB"	"mreB"	"murA"	"nagD"	"nuoN"	"nusA"	"ompR"	"pta"	"puuP"	"rho"	"rmlA"	"rpoB"	"rpoC"	"rpoD"	"rpsR"	"rssB"	"sbmA"	"secF"	"sufD"	"tap"	"thiI"	"tktB"	"topA"	"uraA"	"uspA"	"wbbC"	"ybaL"	"ydbD"	"yddV"	"ydeJ"	"yehU"	"yicC"	"yjcC"	"yjgN"	"yjgQ"	"yneH"
"IS5_ESec3"	0	0	0.0141770445225085	0.0472662871201056	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.164820307813126	0	0	0	0	0	0	0	0	0	-0.0129043452437734	0	0	-0.00579915407554546	0	0	0	0	0	0	-0.0145787141533024	0	0	0.00718422501454474	0	0.0145047104986618	0	0	0.00390647937182619	0	0	0	0	-0.111926915096493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"araE"	0	-0.0123621429792501	0	0.127336821057746	0	0	-0.00101923206168388	0	0	0	0	1	0	0	0	0	0	0.0373793682283067	0	0.00380645360341369	0	0	0	-0.01011786203413	0	0	0	0	-0.00696864724356432	-0.00963446368371619	0.0279749503825986	-0.00870795150111317	0	-0.0233979667312995	0	0	-0.0191041072125963	0	0	0	0	0	0	-0.127709497433156	0	0	0	0	0.0323311685256465	0	0	0	0	0	0	0	-0.0435197858336022	0.00449511220016757	0	0	0	0	0	0.0231990595852632	0	0	0	0	0.00845152723345698	0	0	0	0.0252849216012468	0	0.0148037892385671	0	0	-0.0107510602181319	0
"aroK"	0	0	0	-0.103578796351382	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.14144400029143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816456570504693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0379634800160392	0	0	0	0	0	0	0	0	0	0
"atoC"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.000198051067828896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0973047841972599	0	0	0	0	0	0	0	0	0	0	0	0	-0.0593131255924959	0	0	0	0	0	0	0	0	0	0	0	-0.0482054213773858	0	0	0	-0.154929062138863	0	0	0	0	0	0
"cls"	0	0	0	-0.0090020803019333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.00708213134609886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226057395687079	0	0	0	0	0	0
"crp"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0815551785637907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0883734926107822	0	0	0	0	0	0	0	0	0	0	0	0	0.0656315641837481	0	0	0	0	0	0	0	0	0	0	0	0.051467640160214	0	0	0	0.0898033918981327	0	0	0	0	0	0
"dppD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.000212636534228543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0955187061856344	0	0	0	0	0	0	0	0	0	0	0	0	-0.0577894656016383	0	0	0	0	0	0	0	0	0	0	0	-0.0475412493087506	0	0	0	-0.153410030728588	0	0	0	0	0	0
"efeO"	0	-0.0135058798330386	0	0.126639765066915	0	0	-0.00304029673001846	0	0	3.85807471384448e-05	0	0.0373793682283067	0	0	0	0	0	1	0	0.00498789218977086	0	0	0	-0.00980434631996291	0	0	0	0	-0.00803574087734155	-0.0108239597478718	0.0290563699122878	-0.00974629842319335	0	-0.0242574524147725	0	0	-0.0200646940286785	0	0	0	0	0	0	-0.126542121857285	0	0.000994352921691744	0	0	0.0333226826873729	0	0	0	0	0	0	0	-0.0437452409180945	0.00563632940042631	0	0	0	0	0	0.0242769789775549	0	0	0	0	0.0086043458751145	0	0	0	0.0244106262575707	0	0.0156846948765486	0	0	-0.0118870567766242	0
"envZ"	0	0	0	0.169251198112838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0806312939647519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00669707145254128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0349021666701008	0	0	0	0	0	0
"folM"	0	0	0	0.0565542425063047	0	0	0	0	0	0	0	0.00380645360341369	0	0	0	0	0	0.00498789218977086	0	1	0	0	0	-0.00685450294753216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.161396986236864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254155068671534	0	0	0	0.104676153540273	0	0.0116370676311809	0	0	0	0
"frmB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.000134624509536871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105588560680658	0	0	0	0	0	0	0	0	0	0	0	0	-0.0664989661797046	0	0	0	0	0	0	0	0	0	0	0	-0.0512561140728223	0	0	0	-0.161766183429476	0	0	0	0	0	0
"frmC"	0	0	0	-0.0683286602857059	0	0.000629317803718351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0227116301882741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.046295355830269	0	0	0	0	0	0	0	0	0	0	0	0	0.019116834703712	0	0	0	0	0	0	0	0	0	0	0	0.0111224884347297	0	0	0	0.181294437227898	0	0	0	0	0	0
"fusA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.185246935480284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0607262683518649	0	0	0	0	0	0	0	0	0	0	0	0.020968778404945	0	0	0	0	0	0	0	0	0	0
"glgC"	0.0816676801007266	0.0740477476812029	-0.171056934689055	0.0861875108766762	0.0849570758154794	-0.0327260513573755	0	-0.000187888304600986	0.146205851265788	-0.017164354406973	-0.164820307813126	-0.01011786203413	-0.14144400029143	-0.000198051067828896	-0.00708213134609886	0.0815551785637907	-0.000212636534228543	-0.00980434631996291	0.0806312939647519	-0.00685450294753216	-0.000134624509536871	-0.0227116301882741	0.185246935480284	1	0.109190915038479	-0.0385083856407042	-0.0549206668439045	-0.0577093760297872	0.103479721637601	0.0736326183487616	-0.0271333044166046	0.1038278680431	-0.0656830181328741	0.0712625129758824	0.0726056827437493	-0.125777720182381	0.0718616743280377	0.145518161170549	0.153566785321218	0.180272177253672	0	-0.0416691352139224	0.161609786659402	-0.0109248751810045	-0.00680839803274654	-0.00417092987395071	-0.169249420511955	-0.177521951128624	-0.115839456300293	0	-0.169095401477998	-0.168772291374202	-0.135631555020472	-0.167215082750804	-0.0246262648537259	0.090299591354688	0.074560520058813	-0.00391586116581375	0.190472397342615	-0.142294708549135	-0.132249045210168	0.0866134340056242	-0.00942332327918883	-0.00945241261983299	-0.140050697661385	-0.0189252409237972	-0.0231030155245883	-0.0292895473904165	0.0597685114184483	0	0.189687517303018	0.0842527110722313	-0.0211628318310925	0	-0.00437520303151463	0.177692114817327	0.191830644260861	-0.0311207398611396	-0.00120145284314399
"glgP"	0	0	0	0.163839140930998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109190915038479	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.219347936548559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0701799792540735	0	0	0	0.0353513614102723	0	0	0	0	0	0
"glmS"	0	0	0	0.0888769651016031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0385083856407042	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.113126092261182	0	0	0	0	0	0	0	0	0	0	0	-0.019973961444487	0	0	0	-0.0955784612567621	0	0	0	0	0	0
"glpF"	0	0	0	0.0371052460609797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0549206668439045	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0106123414561182	0	0	0	0	0	0	0	0	0	0	0	0	-0.0120283967004236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00440661915185208	0	0	0	0	0	0
"glpR"	0	0	0	-0.119421974727333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0577093760297872	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325055817479271	0	0	0	0	0	0
"glpT"	0	0	0	-0.0275269638010003	0	0	0	0	0	0	0	-0.00696864724356432	0	0	0	0	0	-0.00803574087734155	0	0	0	0	0	0.103479721637601	0	0	0	0	1	0	0	0.0281167954751747	0	0	0	0	0	0	0	0	0	0	0	0.127138961795323	0	0	0	0	-0.0138641824514194	0	0	0	0	0	0	0	0.018784245990594	0	0.00993186779174721	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10559844727994	0	-0.00646276084282145	0	0	0	0
"hemA"	0	0.0152529860717626	0	-0.122974932695703	0	0	0	0	0	0	0	-0.00963446368371619	0	0	0	0	0	-0.0108239597478718	0	0	0	0	0	0.0736326183487616	0	0	0	0	0	1	-0.0180405754085482	0	0	0.0295166315013194	0	0	0.0238209284091549	0	0	0	0	0	0	0.0467874821388892	0	0	0	0	-0.0155232384339768	0	0	0	0	0	0	0	0.106868248737657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hupB"	0	-0.0220286725107725	0.00307907995517604	0.201160471972131	0	0	-0.00875832940938667	0	0	0	0	0.0279749503825986	0	0	0	0	0	0.0290563699122878	0	0	0	0	0	-0.0271333044166046	0	0	0	0	0	-0.0180405754085482	1	0	0	-0.0367022481177302	0	0	-0.0309439109106387	0	0	0	0	0	0	-0.0525496476707186	0	0	0	0	0.0274979131356026	0	0	0	0	0	0	0	-0.12964852618231	0	0	0	0	0	0	0.00945133225118154	0	0	0	0	0	0	0	0	0	-0.000523422479241876	0	0	0	0	0
"hypE"	0	0	0	-0.0263446756660265	0	0	0	0	0	0	0	-0.00870795150111317	0	0	0	0	0	-0.00974629842319335	0	0	0	0	0	0.1038278680431	0	0	0	0	0.0281167954751747	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.128331051391375	0	0	0	0	-0.0160410167605686	0	0	0	0	0	0	0	0.0183748316068702	0	0.0127396148220105	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.108326710603702	0	-0.0087281945153026	0	0	0	0
"iclR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0656830181328741	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0127695772636321	0	0	0	0	0	0	0	0	0	0	0	0	-0.0344867163764964	0	0	0	0	0	0	0	0	0	0	0	-0.0329286769172755	0	0	0	-0.0853652554717154	0	0	0	0	0	0
"ilvG"	0	0.0322390292335944	-0.0179237298472194	-0.122970324238767	0	0	0	0	0	0	-0.0129043452437734	-0.0233979667312995	0	0	0	0	0	-0.0242574524147725	0	0	0	0	0	0.0712625129758824	0	0	0	0	0	0.0295166315013194	-0.0367022481177302	0	0	1	0	0	0.0379912216728669	0	0	0	0	0	0	0.0421363750083112	0	0	-0.0135305585647967	0	-0.0331354702351767	0	0	-0.0105641585618404	0	0	0	0	0.111553375114327	0	0	0	0	0	0	-0.00827968941500286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ilvL"	0	0	0	0.149309099909651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0726056827437493	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0201303691726437	0	0	0	0	0	0
"infB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.125777720182381	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0958972792140571	0	0	0	0	0	0	0	0	0	0	0	0	-0.0658823764634761	0	0	0	0	0	0	0	0	0	0	0	-0.0577396059857757	0	0	0	-0.064270696063369	0	0	0	0	0	0
"kpsD"	0	0.026802895234602	-0.0118142007063536	-0.124595947969958	0	0	0	0	0	0	-0.00579915407554546	-0.0191041072125963	0	0	0	0	0	-0.0200646940286785	0	0	0	0	0	0.0718616743280377	0	0	0	0	0	0.0238209284091549	-0.0309439109106387	0	0	0.0379912216728669	0	0	1	0	0	0	0	0	0	0.0444563137801861	0	0	-0.00680439914641733	0	-0.0275598489590533	0	0	-0.00357746530137312	0	0	0	0	0.110648569909098	0	0	0	0	0	0	-0.00201902159773933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"kpsM"	0	0	0	0.0313986132139642	0	0	0	0	0.0048206115946865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145518161170549	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0110481544376676	0	0	0	0	0.0168381218970539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.147019439237491	0	0	0	0	0	0
"lon"	0	0	0	0.0367149717166963	0	0	0	0	0.0159155516516781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153566785321218	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110481544376676	1	0	0	0	0	0.0240129849093284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.150786919028125	0	0	0	0	0	0
"malQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180272177253672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0577010311329973	0	0	0	0	0	0	0	0	0	0	0	0.0242191065677887	0	0	0	0	0	0	0	0	0	0
"metH"	0	0	0	-0.0212382071239748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0626292534995946	0	0	0	0	0	0	0	0	0	0	0	0.00827823826902428	0	0	0	0.111872251638186	0	0	0	0	0	0
"mraZ"	0	0	0	0.0916579351574962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0416691352139224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.117016863176007	0	0	0	0	0	0	0	0	0	0	0	-0.0223505531634104	0	0	0	-0.0983910022585354	0	0	0	0	0	0
"mrdA"	0	0	0	0.0886666045504261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161609786659402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.0697398772656514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251248733522872	0	0	0	0	0	0	0	0	0	0
"mrdB"	-0.0890750928817248	0.0445992589706317	-0.0112942351333354	0	-0.0119097482043786	-0.0606869595924898	0.0765177844556788	0.0980841511907993	0.0145890913619465	-0.110430794984176	-0.0145787141533024	-0.127709497433156	0.0816456570504693	0.0973047841972599	0	-0.0883734926107822	0.0955187061856344	-0.126542121857285	-0.00669707145254128	-0.161396986236864	0.105588560680658	-0.046295355830269	0	-0.0109248751810045	-0.219347936548559	0	-0.0106123414561182	0	0.127138961795323	0.0467874821388892	-0.0525496476707186	0.128331051391375	0.0127695772636321	0.0421363750083112	0	0.0958972792140571	0.0444563137801861	0.0168381218970539	0.0240129849093284	0	0	0	-0.0697398772656514	1	-0.112698314688642	-0.160193013935093	-0.0121842699521679	0	-0.103521179695284	0	0	-0.0136069246791261	0	0	0.0816008716704861	0	-0.0074069185097655	-0.162519679300394	0.0664215756572687	0.0780690875592822	0.0887192150876417	-0.074331515211132	0.0932081575985481	-0.129179554963119	0.0770230005778221	-0.0495780434852253	-0.0556268608380459	0	-0.0908654286975298	0	0	-0.00596238392474207	-0.0770187843200183	0	-0.16244166843756	0	0	0.150877884166358	-0.148223410401017
"mreB"	0	0	0	0.112826900417653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00680839803274654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.112698314688642	1	0	0	0	0	0	0	0	0	0	0	0	-0.0234501720843839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131210404271154	0	0	0	0	0	0
"murA"	0	0	0	0.0540923189992442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000994352921691744	0	0	0	0	0	-0.00417092987395071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.160193013935093	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238409431667457	0	0	0	0.103730808509024	0	0.00796080440931834	0	0	0	0
"nagD"	0	0	0.0164151163855482	0.039564100026282	0	0	0	0	0	0	0.00718422501454474	0	0	0	0	0	0	0	0	0	0	0	0	-0.169249420511955	0	0	0	0	0	0	0	0	0	-0.0135305585647967	0	0	-0.00680439914641733	0	0	0	0	0	0	-0.0121842699521679	0	0	1	0	0.015945421696492	0	0	0.00657180369945516	0	0	0	0	-0.110833225965332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109046084782416	0	0	0	0	0	0
"nuoN"	0	0	0	-0.00212746121247264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.177521951128624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116741131160307	0	0	0	0	0	0
"nusA"	0	-0.0189430940026236	0.0218983059387854	0.100305755392242	0	0	0	0	0	0	0.0145047104986618	0.0323311685256465	0	0	0	0	0	0.0333226826873729	0	0	0	0	0	-0.115839456300293	0	0	0	0	-0.0138641824514194	-0.0155232384339768	0.0274979131356026	-0.0160410167605686	0	-0.0331354702351767	0	0	-0.0275598489590533	0	0	0	0	0	0	-0.103521179695284	0	0	0.015945421696492	0	1	0	0	0.0127755281276658	0	0	0	0	-0.0932309166483604	0	-0.00667140705461811	0	0	0	0	0.0139279634397516	0	0	0	0	0	0	0	0	0.035736664719885	0	0.00820825450425503	0	0	0	0
"ompR"	0	0	0	-0.158232300651834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0916712635880857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0658541724219685	0	0	0	0	0	0
"pta"	0	0	0	-0.000630503309571349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.169095401477998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113080044150814	0	0	0	0	0	0
"puuP"	0	0	0.0135914096644561	0.0370427538373597	0	0	0	0	0	0	0.00390647937182619	0	0	0	0	0	0	0	0	0	0	0	0	-0.168772291374202	0	0	0	0	0	0	0	0	0	-0.0105641585618404	0	0	-0.00357746530137312	0	0	0	0	0	0	-0.0136069246791261	0	0	0.00657180369945516	0	0.0127755281276658	0	0	1	0	0	0	0	-0.107482768633379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393054940496043	0	0	0	0	0	0
"rho"	0	0	0	-0.055176917043993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.135631555020472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0616623011491539	0	0	0	0	0	0
