Generations	Iteration	k_max
5250	512	20
5250	513	23
5250	514	21
5250	515	21
5250	516	21
5250	517	21
5250	518	20
5250	519	21
5250	520	25
5250	521	23
5250	522	23
5250	523	25
5250	524	20
5250	525	23
5250	526	23
5250	527	24
5250	528	22
5250	529	21
5250	530	25
5250	531	21
5250	532	22
5250	533	22
5250	534	22
5250	535	23
5250	536	23
5250	537	21
5250	538	22
5250	539	22
5250	540	21
5250	541	23
5250	542	23
5250	543	23
5250	544	23
5250	545	23
5250	546	23
5250	547	20
5250	548	20
5250	549	23
5250	550	21
5250	551	23
5250	552	21
5250	553	21
5250	554	22
5250	555	21
5250	556	24
5250	557	22
5250	558	24
5250	559	26
5250	560	22
5250	561	25
5250	562	23
5250	563	25
5250	564	24
5250	565	20
5250	566	22
5250	567	22
5250	568	23
5250	569	23
5250	570	22
5250	571	23
5250	572	22
5250	573	21
5250	574	19
5250	575	20
5250	576	23
5250	577	22
5250	578	23
5250	579	23
5250	580	21
5250	581	21
5250	582	23
5250	583	22
5250	584	22
5250	585	22
5250	586	22
5250	587	23
5250	588	23
5250	589	20
5250	590	25
5250	591	20
5250	592	22
5250	593	21
5250	594	25
5250	595	23
5250	596	19
5250	597	21
5250	598	22
5250	599	23
5250	600	21
5250	601	23
5250	602	21
5250	603	20
5250	604	23
5250	605	21
5250	606	21
5250	607	22
5250	608	19
5250	609	23
5250	610	24
5250	611	22
5250	612	21
5250	613	22
5250	614	21
5250	615	22
5250	616	24
5250	617	24
5250	618	23
5250	619	25
5250	620	24
5250	621	23
5250	622	25
5250	623	25
5250	624	21
5250	625	23
5250	626	23
5250	627	21
5250	628	23
5250	629	25
5250	630	25
5250	631	22
5250	632	19
5250	633	25
5250	634	24
5250	635	23
5250	636	21
5250	637	24
5250	638	22
5250	639	21
5250	640	21
5250	641	24
5250	642	23
5250	643	22
5250	644	21
5250	645	20
5250	646	23
5250	647	21
5250	648	22
5250	649	20
5250	650	23
5250	651	23
5250	652	22
5250	653	20
5250	654	23
5250	655	23
5250	656	25
5250	657	21
5250	658	22
5250	659	22
5250	660	25
5250	661	20
5250	662	21
5250	663	22
5250	664	23
5250	665	21
5250	666	23
5250	667	22
5250	668	21
5250	669	22
5250	670	21
5250	671	22
5250	672	20
5250	673	21
5250	674	20
5250	675	25
5250	676	21
5250	677	22
5250	678	22
5250	679	22
5250	680	21
5250	681	24
5250	682	21
5250	683	22
5250	684	21
5250	685	23
5250	686	23
5250	687	23
5250	688	20
5250	689	21
5250	690	21
5250	691	23
5250	692	21
5250	693	23
5250	694	21
5250	695	24
5250	696	23
5250	697	21
5250	698	23
5250	699	27
5250	700	21
5250	701	22
5250	702	23
5250	703	21
5250	704	21
5250	705	22
5250	706	23
5250	707	24
5250	708	23
5250	709	21
5250	710	24
5250	711	24
5250	712	24
5250	713	21
5250	714	22
5250	715	20
5250	716	24
5250	717	23
5250	718	22
5250	719	24
5250	720	21
5250	721	21
5250	722	21
5250	723	22
5250	724	24
5250	725	22
5250	726	23
5250	727	23
5250	728	21
5250	729	20
5250	730	21
5250	731	24
5250	732	21
5250	733	22
5250	734	25
5250	735	21
5250	736	22
5250	737	22
5250	738	21
5250	739	21
5250	740	24
5250	741	25
5250	742	20
5250	743	24
5250	744	23
5250	745	24
5250	746	21
5250	747	22
5250	748	21
5250	749	23
5250	750	21
5250	751	20
5250	752	23
5250	753	23
5250	754	22
5250	755	21
5250	756	23
5250	757	21
5250	758	23
5250	759	22
5250	760	21
5250	761	23
5250	762	24
5250	763	23
5250	764	22
5250	765	21
5250	766	20
5250	767	22
5250	768	21
5250	769	25
5250	770	21
5250	771	25
5250	772	22
5250	773	25
5250	774	24
5250	775	24
5250	776	22
5250	777	21
5250	778	21
5250	779	22
5250	780	22
5250	781	21
5250	782	22
5250	783	23
5250	784	21
5250	785	24
5250	786	24
5250	787	23
5250	788	20
5250	789	20
5250	790	22
5250	791	22
5250	792	24
5250	793	21
5250	794	25
5250	795	21
5250	796	22
5250	797	22
5250	798	22
5250	799	21
5250	800	19
5250	801	23
5250	802	25
5250	803	21
5250	804	20
5250	805	23
5250	806	24
5250	807	22
5250	808	24
5250	809	20
5250	810	22
5250	811	21
5250	812	24
5250	813	21
5250	814	22
5250	815	19
5250	816	21
5250	817	21
5250	818	23
5250	819	22
5250	820	20
5250	821	22
5250	822	21
5250	823	27
5250	824	24
5250	825	23
5250	826	23
5250	827	21
5250	828	22
5250	829	22
5250	830	22
5250	831	22
5250	832	27
5250	833	23
5250	834	23
5250	835	20
5250	836	23
5250	837	22
5250	838	21
5250	839	22
5250	840	21
5250	841	22
5250	842	25
5250	843	21
5250	844	22
5250	845	24
5250	846	23
5250	847	19
5250	848	22
5250	849	23
5250	850	21
5250	851	23
5250	852	22
5250	853	23
5250	854	23
5250	855	23
5250	856	26
5250	857	21
5250	858	20
5250	859	28
5250	860	22
5250	861	22
5250	862	21
5250	863	23
5250	864	21
5250	865	20
5250	866	21
5250	867	26
5250	868	26
5250	869	21
5250	870	19
5250	871	23
5250	872	21
5250	873	23
5250	874	26
5250	875	24
5250	876	22
5250	877	23
5250	878	22
5250	879	22
5250	880	23
5250	881	22
5250	882	23
5250	883	23
5250	884	20
5250	885	22
5250	886	20
5250	887	22
5250	888	23
5250	889	21
5250	890	22
5250	891	22
5250	892	21
5250	893	21
5250	894	23
5250	895	25
5250	896	22
5250	897	22
5250	898	21
5250	899	21
5250	900	21
5250	901	22
5250	902	23
5250	903	22
5250	904	21
5250	905	23
5250	906	21
5250	907	21
5250	908	21
5250	909	22
5250	910	23
5250	911	22
5250	912	22
5250	913	24
5250	914	20
5250	915	19
5250	916	24
5250	917	21
5250	918	21
5250	919	25
5250	920	21
5250	921	23
5250	922	23
5250	923	24
5250	924	23
5250	925	21
5250	926	26
5250	927	23
5250	928	21
5250	929	25
5250	930	22
5250	931	20
5250	932	21
5250	933	23
5250	934	21
5250	935	21
5250	936	22
5250	937	23
5250	938	28
5250	939	21
5250	940	20
5250	941	26
5250	942	22
5250	943	21
5250	944	23
5250	945	22
5250	946	23
5250	947	22
5250	948	26
5250	949	22
5250	950	23
5250	951	19
5250	952	22
5250	953	20
5250	954	24
5250	955	22
5250	956	22
5250	957	20
5250	958	22
5250	959	22
5250	960	23
5250	961	24
5250	962	27
5250	963	22
5250	964	23
5250	965	22
5250	966	22
5250	967	20
5250	968	22
5250	969	22
5250	970	26
5250	971	23
5250	972	22
5250	973	23
5250	974	21
5250	975	25
5250	976	24
5250	977	22
5250	978	25
5250	979	22
5250	980	23
5250	981	22
5250	982	24
5250	983	22
5250	984	23
5250	985	26
5250	986	26
5250	987	21
5250	988	23
5250	989	21
5250	990	20
5250	991	22
5250	992	23
5250	993	23
5250	994	22
5250	995	21
5250	996	21
5250	997	22
5250	998	21
5250	999	20
1750	0	5
1750	1	3
1750	2	4
1750	3	5
1750	4	3
1750	5	3
1750	6	4
1750	7	4
1750	8	4
1750	9	3
1750	10	3
1750	11	4
1750	12	4
1750	13	3
1750	14	4
1750	15	3
1750	16	4
1750	17	5
1750	18	4
1750	19	3
1750	20	3
1750	21	4
1750	22	6
1750	23	3
1750	24	4
1750	25	1
1750	26	3
1750	27	3
1750	28	4
1750	29	6
1750	30	3
1750	31	3
1750	32	4
1750	33	3
1750	34	2
1750	35	3
1750	36	3
1750	37	2
1750	38	3
1750	39	2
1750	40	4
1750	41	3
1750	42	3
1750	43	3
1750	44	4
1750	45	3
1750	46	4
1750	47	3
1750	48	3
1750	49	3
1750	50	4
1750	51	3
1750	52	3
1750	53	3
1750	54	3
1750	55	3
1750	56	2
1750	57	3
1750	58	2
1750	59	5
1750	60	3
1750	61	3
1750	62	3
1750	63	4
1750	64	4
1750	65	4
1750	66	6
1750	67	3
1750	68	3
1750	69	3
1750	70	5
1750	71	3
1750	72	7
1750	73	4
1750	74	3
1750	75	3
1750	76	3
1750	77	2
1750	78	3
1750	79	3
1750	80	4
1750	81	3
1750	82	4
1750	83	3
1750	84	4
1750	85	4
1750	86	3
1750	87	4
1750	88	3
1750	89	4
1750	90	3
1750	91	4
1750	92	4
1750	93	3
1750	94	4
1750	95	4
1750	96	3
1750	97	2
1750	98	5
1750	99	2
1750	100	5
1750	101	2
1750	102	4
1750	103	4
1750	104	4
1750	105	4
1750	106	6
1750	107	4
1750	108	5
1750	109	4
1750	110	5
1750	111	2
1750	112	3
1750	113	3
1750	114	3
1750	115	3
1750	116	4
1750	117	4
1750	118	3
1750	119	2
1750	120	5
1750	121	3
1750	122	3
1750	123	4
1750	124	2
1750	125	3
1750	126	3
1750	127	4
1750	128	3
1750	129	3
1750	130	3
1750	131	4
1750	132	4
1750	133	3
1750	134	3
1750	135	2
1750	136	4
1750	137	3
1750	138	4
1750	139	2
1750	140	2
1750	141	2
1750	142	3
1750	143	5
1750	144	3
1750	145	4
1750	146	2
1750	147	2
1750	148	5
1750	149	6
1750	150	4
1750	151	2
1750	152	3
1750	153	5
1750	154	4
1750	155	4
1750	156	3
1750	157	3
1750	158	3
1750	159	2
1750	160	3
1750	161	5
1750	162	4
1750	163	4
1750	164	2
1750	165	4
1750	166	4
1750	167	4
1750	168	2
1750	169	4
1750	170	4
1750	171	5
1750	172	3
1750	173	5
1750	174	2
1750	175	3
1750	176	5
1750	177	2
1750	178	2
1750	179	5
1750	180	3
1750	181	3
1750	182	4
1750	183	3
1750	184	4
1750	185	4
1750	186	3
1750	187	3
1750	188	4
1750	189	5
1750	190	4
1750	191	3
1750	192	4
1750	193	3
1750	194	3
1750	195	4
1750	196	2
1750	197	3
1750	198	3
1750	199	3
1750	200	4
1750	201	4
1750	202	4
1750	203	4
1750	204	3
1750	205	3
1750	206	4
1750	207	2
1750	208	4
1750	209	4
1750	210	3
1750	211	3
1750	212	4
1750	213	4
1750	214	2
1750	215	4
1750	216	3
1750	217	4
1750	218	4
1750	219	2
1750	220	4
1750	221	3
1750	222	6
1750	223	2
1750	224	3
1750	225	4
1750	226	3
1750	227	3
1750	228	3
1750	229	3
1750	230	4
1750	231	2
1750	232	4
1750	233	3
1750	234	3
1750	235	3
1750	236	2
1750	237	3
1750	238	5
1750	239	4
1750	240	4
1750	241	3
1750	242	3
1750	243	3
1750	244	4
1750	245	3
1750	246	3
1750	247	3
1750	248	4
1750	249	2
1750	250	3
1750	251	2
1750	252	3
1750	253	3
1750	254	3
1750	255	3
1750	256	6
1750	257	3
1750	258	3
1750	259	4
1750	260	3
1750	261	4
1750	262	3
1750	263	4
1750	264	3
1750	265	3
1750	266	4
1750	267	3
1750	268	4
1750	269	3
1750	270	4
1750	271	3
1750	272	4
1750	273	5
1750	274	3
1750	275	4
1750	276	3
1750	277	4
1750	278	3
1750	279	4
1750	280	3
1750	281	3
1750	282	3
1750	283	4
1750	284	3
1750	285	3
1750	286	3
1750	287	4
1750	288	2
1750	289	4
1750	290	4
1750	291	4
1750	292	4
1750	293	3
1750	294	3
1750	295	6
1750	296	3
1750	297	3
1750	298	3
1750	299	4
1750	300	3
1750	301	4
1750	302	3
1750	303	4
1750	304	3
1750	305	3
1750	306	3
1750	307	2
1750	308	3
1750	309	2
1750	310	4
1750	311	4
1750	312	3
1750	313	3
1750	314	3
1750	315	4
1750	316	3
1750	317	4
1750	318	5
1750	319	4
1750	320	3
1750	321	3
1750	322	6
1750	323	4
1750	324	2
1750	325	4
1750	326	4
1750	327	3
1750	328	3
1750	329	3
1750	330	4
1750	331	2
1750	332	2
1750	333	3
1750	334	3
1750	335	4
1750	336	4
1750	337	4
1750	338	3
1750	339	2
1750	340	3
1750	341	3
1750	342	4
1750	343	3
1750	344	4
1750	345	4
1750	346	3
1750	347	3
1750	348	4
1750	349	3
1750	350	4
1750	351	4
1750	352	3
1750	353	3
1750	354	4
1750	355	4
1750	356	2
1750	357	3
1750	358	3
1750	359	3
1750	360	3
1750	361	5
1750	362	3
1750	363	2
1750	364	2
1750	365	5
1750	366	2
1750	367	3
1750	368	3
1750	369	3
1750	370	3
1750	371	4
1750	372	4
1750	373	4
1750	374	4
1750	375	4
1750	376	4
1750	377	3
1750	378	5
1750	379	2
1750	380	3
1750	381	3
1750	382	4
1750	383	3
1750	384	4
1750	385	3
1750	386	3
1750	387	3
1750	388	4
1750	389	3
1750	390	5
1750	391	3
1750	392	3
1750	393	3
1750	394	2
1750	395	4
1750	396	2
1750	397	2
1750	398	2
1750	399	3
1750	400	4
1750	401	4
1750	402	2
1750	403	3
1750	404	4
1750	405	4
1750	406	5
1750	407	3
1750	408	2
1750	409	2
1750	410	4
1750	411	3
1750	412	4
1750	413	3
1750	414	5
1750	415	4
1750	416	4
1750	417	4
1750	418	3
1750	419	5
1750	420	3
1750	421	3
1750	422	4
1750	423	2
1750	424	3
1750	425	2
1750	426	3
1750	427	5
1750	428	2
1750	429	3
1750	430	2
1750	431	5
1750	432	4
1750	433	3
1750	434	2
1750	435	4
1750	436	3
1750	437	3
1750	438	3
1750	439	3
1750	440	4
1750	441	4
1750	442	7
1750	443	4
1750	444	3
1750	445	3
1750	446	3
1750	447	4
1750	448	5
1750	449	3
1750	450	3
1750	451	3
1750	452	2
1750	453	3
1750	454	3
1750	455	2
1750	456	4
1750	457	5
1750	458	3
1750	459	2
1750	460	5
1750	461	3
1750	462	4
1750	463	3
1750	464	5
1750	465	3
1750	466	4
1750	467	4
1750	468	4
1750	469	4
1750	470	4
1750	471	4
1750	472	4
1750	473	4
1750	474	3
1750	475	6
1750	476	4
1750	477	3
1750	478	4
1750	479	3
1750	480	3
1750	481	4
1750	482	4
1750	483	3
1750	484	3
1750	485	4
1750	486	3
1750	487	2
1750	488	4
1750	489	3
1750	490	3
1750	491	2
1750	492	3
1750	493	2
1750	494	4
1750	495	3
1750	496	3
1750	497	4
1750	498	4
1750	499	2
1750	500	2
1750	501	4
1750	502	3
1750	503	4
1750	504	3
1750	505	4
1750	506	4
1750	507	3
1750	508	4
1750	509	2
1750	510	4
1750	511	3
1750	512	3
1750	513	3
1750	514	3
1750	515	3
1750	516	4
1750	517	4
1750	518	2
1750	519	4
1750	520	4
1750	521	3
1750	522	3
1750	523	4
1750	524	4
1750	525	4
1750	526	5
1750	527	3
1750	528	3
1750	529	3
1750	530	2
1750	531	3
1750	532	4
1750	533	3
1750	534	4
1750	535	4
1750	536	5
1750	537	3
1750	538	4
1750	539	4
1750	540	2
1750	541	4
1750	542	2
1750	543	3
1750	544	4
1750	545	4
1750	546	2
1750	547	4
1750	548	4
1750	549	3
1750	550	4
1750	551	4
1750	552	4
1750	553	2
1750	554	3
1750	555	4
1750	556	4
1750	557	4
1750	558	4
1750	559	4
1750	560	3
1750	561	4
1750	562	3
1750	563	3
1750	564	2
1750	565	4
1750	566	4
1750	567	3
1750	568	4
1750	569	2
1750	570	3
1750	571	3
1750	572	3
1750	573	3
1750	574	4
1750	575	3
1750	576	2
1750	577	4
1750	578	3
1750	579	3
1750	580	3
1750	581	3
1750	582	4
1750	583	4
1750	584	4
1750	585	4
1750	586	3
1750	587	3
1750	588	2
1750	589	4
1750	590	2
1750	591	4
1750	592	2
1750	593	3
1750	594	3
1750	595	3
1750	596	6
1750	597	5
1750	598	2
1750	599	4
1750	600	3
1750	601	2
1750	602	4
1750	603	4
1750	604	3
1750	605	3
1750	606	3
1750	607	3
1750	608	3
1750	609	6
1750	610	3
1750	611	5
1750	612	3
1750	613	4
1750	614	4
1750	615	4
1750	616	3
1750	617	4
1750	618	3
1750	619	4
1750	620	3
1750	621	4
1750	622	4
1750	623	6
1750	624	3
1750	625	3
1750	626	4
1750	627	4
1750	628	2
1750	629	3
1750	630	5
1750	631	2
1750	632	3
1750	633	4
1750	634	4
1750	635	2
1750	636	5
1750	637	4
1750	638	5
1750	639	3
1750	640	2
1750	641	4
1750	642	2
1750	643	5
1750	644	2
1750	645	3
1750	646	5
1750	647	6
1750	648	4
1750	649	4
1750	650	3
1750	651	3
1750	652	5
1750	653	4
1750	654	3
1750	655	3
1750	656	4
1750	657	3
1750	658	4
1750	659	4
1750	660	4
1750	661	4
1750	662	2
1750	663	4
1750	664	3
1750	665	3
1750	666	6
1750	667	3
1750	668	3
1750	669	4
1750	670	4
1750	671	4
1750	672	3
1750	673	4
1750	674	4
1750	675	4
1750	676	2
1750	677	5
1750	678	3
1750	679	3
1750	680	3
1750	681	2
1750	682	5
1750	683	3
1750	684	3
1750	685	3
1750	686	3
1750	687	2
1750	688	3
1750	689	4
1750	690	4
1750	691	4
1750	692	4
1750	693	3
1750	694	4
1750	695	3
1750	696	3
1750	697	3
1750	698	4
1750	699	5
1750	700	2
1750	701	2
1750	702	4
1750	703	4
1750	704	4
1750	705	4
1750	706	4
1750	707	2
1750	708	4
1750	709	5
1750	710	3
1750	711	5
1750	712	4
1750	713	4
1750	714	3
1750	715	2
1750	716	3
1750	717	3
1750	718	3
1750	719	4
1750	720	4
1750	721	5
1750	722	3
1750	723	4
1750	724	4
1750	725	3
1750	726	2
1750	727	3
1750	728	4
1750	729	5
1750	730	3
1750	731	2
1750	732	4
1750	733	3
1750	734	4
1750	735	4
1750	736	2
1750	737	3
1750	738	5
1750	739	3
1750	740	3
1750	741	4
1750	742	4
1750	743	3
1750	744	3
1750	745	3
1750	746	5
1750	747	3
1750	748	4
1750	749	3
1750	750	4
1750	751	3
1750	752	4
1750	753	5
1750	754	6
1750	755	3
1750	756	4
1750	757	4
1750	758	3
1750	759	3
1750	760	3
1750	761	5
1750	762	5
1750	763	2
1750	764	2
1750	765	4
1750	766	4
1750	767	3
1750	768	3
1750	769	4
1750	770	4
1750	771	2
1750	772	4
1750	773	4
1750	774	4
1750	775	5
1750	776	3
1750	777	3
1750	778	3
1750	779	4
1750	780	5
1750	781	4
1750	782	3
1750	783	3
1750	784	3
1750	785	3
1750	786	4
1750	787	4
1750	788	2
1750	789	3
1750	790	3
1750	791	5
1750	792	3
1750	793	4
1750	794	4
1750	795	2
1750	796	5
1750	797	3
1750	798	3
1750	799	6
1750	800	3
1750	801	4
1750	802	3
1750	803	5
1750	804	3
1750	805	4
1750	806	4
1750	807	3
1750	808	3
1750	809	5
1750	810	3
1750	811	5
1750	812	3
1750	813	4
1750	814	4
1750	815	2
1750	816	4
1750	817	3
1750	818	3
1750	819	4
1750	820	4
1750	821	3
1750	822	4
1750	823	5
1750	824	3
1750	825	4
1750	826	2
1750	827	4
1750	828	3
1750	829	5
1750	830	4
1750	831	4
1750	832	3
1750	833	3
1750	834	4
1750	835	3
1750	836	6
1750	837	4
1750	838	3
1750	839	4
1750	840	3
1750	841	4
1750	842	3
1750	843	2
1750	844	3
1750	845	4
1750	846	4
1750	847	3
1750	848	4
1750	849	3
1750	850	5
1750	851	4
1750	852	4
1750	853	4
1750	854	4
1750	855	4
1750	856	3
1750	857	4
1750	858	4
1750	859	3
1750	860	3
1750	861	4
1750	862	2
1750	863	3
1750	864	4
1750	865	5
1750	866	2
1750	867	2
1750	868	5
1750	869	4
1750	870	5
1750	871	3
1750	872	4
1750	873	3
1750	874	4
1750	875	3
1750	876	3
1750	877	3
1750	878	4
1750	879	4
1750	880	4
1750	881	2
1750	882	3
1750	883	3
1750	884	3
1750	885	4
1750	886	2
1750	887	3
1750	888	3
1750	889	4
1750	890	4
1750	891	4
1750	892	4
1750	893	5
1750	894	4
1750	895	2
1750	896	4
1750	897	2
1750	898	5
1750	899	2
1750	900	2
1750	901	2
1750	902	4
1750	903	5
1750	904	3
1750	905	3
1750	906	2
1750	907	3
1750	908	4
1750	909	4
1750	910	4
1750	911	4
1750	912	3
1750	913	5
1750	914	4
1750	915	4
1750	916	3
1750	917	3
1750	918	3
1750	919	3
1750	920	3
1750	921	3
1750	922	3
1750	923	4
1750	924	4
1750	925	5
1750	926	3
1750	927	4
1750	928	3
1750	929	3
1750	930	3
1750	931	3
1750	932	4
1750	933	4
1750	934	5
1750	935	3
1750	936	4
1750	937	4
1750	938	3
1750	939	2
1750	940	3
1750	941	3
1750	942	3
1750	943	5
1750	944	4
1750	945	3
1750	946	3
1750	947	3
1750	948	3
1750	949	4
1750	950	5
1750	951	4
1750	952	3
1750	953	3
1750	954	3
1750	955	4
1750	956	5
1750	957	3
1750	958	4
1750	959	3
1750	960	3
1750	961	4
1750	962	2
1750	963	4
1750	964	3
1750	965	4
1750	966	4
1750	967	4
1750	968	3
1750	969	3
1750	970	3
1750	971	3
1750	972	3
1750	973	4
1750	974	3
1750	975	4
1750	976	2
1750	977	3
1750	978	4
1750	979	4
1750	980	2
1750	981	3
1750	982	3
1750	983	3
1750	984	3
1750	985	4
1750	986	3
1750	987	4
1750	988	4
1750	989	3
1750	990	5
1750	991	5
1750	992	5
1750	993	4
1750	994	6
1750	995	3
