Time	less_mbd	greater_mpd	delta_mpd	less_mbd_025	less_mbd_975	greater_mpd_025	greater_mpd_975	delta_mpd_025	delta_mpd_975
12250	0.17504051502229326	0.21957314065135375	0.04453262562906049	0.1187164184653577	0.21194064595799061	0.21532601729810233	0.2824618372762568	0.00991220643144164	0.15633535743396107
12750	0.17473118410902946	0.2197435948941419	0.04501241078511245	0.11930350584169751	0.21379287253948584	0.21562470450338078	0.2814556806870744	0.006730026912138726	0.1533006149773722
13250	0.1743042787642888	0.21912951912219145	0.04482524035790264	0.12339048095289103	0.21634189183618657	0.2119057726853077	0.28396444596259773	-0.002879576765856956	0.15363695478839348
13750	0.17469928889740566	0.2189640941647535	0.04426480526734783	0.12368833896803996	0.21940633780249647	0.20922042641475186	0.28137753582711283	-0.005926989607873162	0.1516434162473936
14250	0.13583031427205347	0.23204144197127108	0.09621112769921761	0.12508176543582547	0.221798463310701	0.20543079492332034	0.281699067845861	-0.011074223574440545	0.15019354809341792
14750	0.1327220599812825	0.23092558296855686	0.09820352298727436	0.1302788370158377	0.2240591096180525	0.20214065558810485	0.2813036060238828	-0.01833625326102259	0.14109374361672442
15250	0.13217954261534778	0.23163210188380826	0.09945255926846047	0.12945462826371343	0.22780027629547517	0.1999638243212883	0.277816928153089	-0.020026967270598467	0.1419115932821259
15750	0.13320341812932213	0.23200650809371628	0.09880308996439416	0.1359349209587041	0.2283427589559291	0.19577386783497636	0.27552288689707505	-0.028780988966652515	0.13053251244941066
16250	0.13320341812932213	0.23200650809371628	0.09880308996439416	0.13532279314833984	0.23225487448147414	0.1946177221614753	0.27359146523468003	-0.02942553401162326	0.13010844758693102
16750	0.13913471293940508	0.23559476994983278	0.0964600570104277	0.14099417357774174	0.23620496849485476	0.1941506619268829	0.27202276109046125	-0.032935074088141114	0.12509925822018106
17250	0.13941172590878223	0.23670523177285122	0.09729350586406899	0.14348732788341356	0.23694424820390653	0.191726631794644	0.27043396198197656	-0.03444052104012102	0.12123068832510636
17750	0.1449124178250828	0.23560442605335127	0.09069200822826848	0.15057046620040296	0.2426859038870636	0.1882955268444948	0.2637376253405576	-0.04916949182426955	0.10859968824530511
18250	0.14528683504673548	0.2356061029393679	0.09031926789263242	0.14887740397824115	0.2497447161215228	0.18032001767217448	0.2628192268042657	-0.06522631978080992	0.10347903354635807
18750	0.14630281906918638	0.23482301683058301	0.08852019776139664	0.15820625630451685	0.2508864986781174	0.17462418669142102	0.2527182017300044	-0.07038260889242312	0.08987847302920562
19250	0.14679490142804955	0.2352470527189657	0.08845215129091616	0.1542555197380126	0.24570573718303446	0.17960635664373217	0.25156664832625586	-0.06150399775021598	0.09394690679844639
19750	0.1480967195532371	0.23488869560590694	0.08679197605266983	0.15919933619559373	0.25019029396806947	0.17173341986449425	0.2497852134470019	-0.07555657739342114	0.08715725747501257
20250	0.19985169249401205	0.22274356456969616	0.022891872075684105	0.1662899599429652	0.2578645974363184	0.1650147092142254	0.2450681835765655	-0.08810478955127887	0.07735660455243362
20750	0.20348689633795783	0.215325359839655	0.011838463501697177	0.17180522984368068	0.2596926795696203	0.16276389026948707	0.24570748323199237	-0.09523981900238326	0.0705184614946805
21250	0.2022360169539777	0.20865522890722693	0.0064192119532492375	0.1800071142334002	0.26525380540409416	0.1536551691514272	0.23791216497794726	-0.10592461301869821	0.05241299304386199
21750	0.20336298214097576	0.2122984964795475	0.008935514338571732	0.18591896321224438	0.2695836848404571	0.1534601887773689	0.2325484407622275	-0.10835568151724459	0.04243398349640565
22250	0.2054719165448346	0.20828132100463384	0.002809404459799242	0.19052489381717613	0.26794178638063637	0.14622045944307588	0.23122179076367386	-0.11301597856482001	0.03349618804065779
22750	0.2054719165448346	0.20828132100463384	0.002809404459799242	0.188311268473478	0.26883575343631205	0.14484530140000093	0.22847213584577966	-0.11909077784004077	0.035785449757055804
23250	0.20880296501504986	0.20128062588318568	-0.007522339131864175	0.18841233528381418	0.2698368642239227	0.14511535944658197	0.2290207360186917	-0.12018003992183418	0.03698369563225867
23750	0.21350698141616026	0.20003772726258293	-0.013469254153577331	0.18870663642614563	0.2720754249624179	0.1429614058179925	0.22588774966982839	-0.1204353771022747	0.026740941824145187
24250	0.21489642466470132	0.2007210843016542	-0.014175340363047129	0.1929083424814185	0.27691336887671947	0.14015905503540596	0.22116021850935383	-0.13444540618592712	0.02654887070807954
24750	0.21470501003035736	0.20020198321508115	-0.01450302681527621	0.1954351521904833	0.2741905355714602	0.14156409429669398	0.22307999899322808	-0.12950791846638576	0.025242733127580214
25250	0.2144893237507758	0.19887936718695914	-0.015609956563816668	0.19545837577705066	0.27608037140574637	0.14024691086543928	0.2227206618738713	-0.13049332959295	0.0225593439656028
25750	0.22191488574759655	0.1906888518397893	-0.03122603390780726	0.19593530279506605	0.27656474203992937	0.13623156981859444	0.21735159498299436	-0.13281562464407642	0.02075742956953247
26250	0.21857631479627707	0.19133592559803594	-0.02724038919824112	0.19669719535546384	0.27545823694690486	0.1312307132968635	0.21570210187063074	-0.13993587538297683	0.016573311907248506
26750	0.2568983338001245	0.1591338532591831	-0.09776448054094139	0.20825520792456947	0.28152157034090786	0.12190779251052271	0.2097638472996421	-0.15264224621580189	-0.0033652581793177094
27250	0.2541081318755134	0.1550186193423735	-0.09908951253313991	0.21519958725309446	0.2799388375370242	0.11136548240393718	0.2025316038123708	-0.1587371715778089	-0.019702393207592345
27750	0.23523611111955384	0.18123179283867358	-0.05400431828088026	0.21301724014169907	0.2834680954245643	0.12059814761890326	0.21280245819387958	-0.15658912748833098	-0.0016413062938386014
28250	0.23464206278040586	0.18218331033820542	-0.05245875244220044	0.21659360984147852	0.28269709770422746	0.1203900175409347	0.20966687892854458	-0.1532778340243193	-0.012774324601302789
28750	0.23464206278040586	0.18218331033820542	-0.05245875244220044	0.21595413461871366	0.28183848393182603	0.11860358051794125	0.20700613856600664	-0.15583626588303906	-0.009966873027361073
29250	0.23464206278040586	0.18218331033820542	-0.05245875244220044	0.21819323390578704	0.28124153412741365	0.12074738898684356	0.21039474019559443	-0.15552000736111873	-0.009766073770785422
29750	0.2373758578007648	0.17405873848309464	-0.06331711931767017	0.22131102472870987	0.28287887577069304	0.12058308960350128	0.20517041159460825	-0.15541519969273837	-0.019097236656470423
30250	0.24112162674808252	0.16908999080182102	-0.0720316359462615	0.2245219252125409	0.282258086579996	0.11854716462504448	0.19844443915526558	-0.15713292309885718	-0.029572436328377222
30750	0.26102732762488345	0.14173672246372887	-0.11929060516115458	0.22839157371234822	0.2831508176809532	0.11751959339085401	0.19508484895517295	-0.15619414774690843	-0.03835991114151743
31250	0.25938828492132016	0.1432801545929868	-0.11610813032833336	0.21866575231236368	0.28205680373558	0.12185016492762175	0.2056948645935095	-0.15169100653217604	-0.01751797228086069
31750	0.25938828492132016	0.1432801545929868	-0.11610813032833336	0.21814114495563236	0.2816964386558324	0.1219770779826606	0.20413005000939816	-0.15387829649012233	-0.015495804696441517
32250	0.25931963029724264	0.14309459033398036	-0.11622503996326228	0.21700757954389735	0.28161593937949664	0.1231147738139287	0.2067790587407529	-0.14992391165338176	-0.01232545043574379
32750	0.2645038714381732	0.13237922353987588	-0.13212464789829734	0.2292864719579124	0.2836453413812353	0.1184844101109958	0.2000951511331822	-0.1572300259610711	-0.03279663277568112
33250	0.26386778651325227	0.13370187334180234	-0.13016591317144993	0.2288949141859046	0.2858386166709694	0.1151371861073535	0.1990139432919866	-0.1624586071639088	-0.02870539462927335
33750	0.2644575675852107	0.13273572935006966	-0.13172183823514105	0.2323778213034704	0.2859208304996385	0.11376015386004037	0.1913884692717111	-0.16170905442091285	-0.04402317900961544
34250	0.264261840933955	0.13334193392380747	-0.13091990701014752	0.23745183748438797	0.2857586359463386	0.11474775394824857	0.18922412409283976	-0.16035106341136013	-0.052401643894636724
34750	0.26385713903712305	0.13106273720400347	-0.13279440183311958	0.24001645426424206	0.28384790162519424	0.10904814577012216	0.1852273177409653	-0.16209964127076051	-0.058614812608542316
35250	0.2627930389638845	0.12958761423214554	-0.13320542473173896	0.24568449991981361	0.28270387892984866	0.10440629027106998	0.17804168404492063	-0.16762142896490267	-0.07195761072101031
35750	0.2622262259363054	0.13061252766949605	-0.13161369826680935	0.2471778623747946	0.28325454528658467	0.10454822179827783	0.17433482008638562	-0.16509593517230362	-0.07873491442444969
36250	0.2622262259363054	0.13061252766949605	-0.13161369826680935	0.2474919640456136	0.28321062767103217	0.10477613502959135	0.17296160884056042	-0.16409982302532813	-0.08321690008884866
36750	0.2622262259363054	0.13061252766949605	-0.13161369826680935	0.24657460638005846	0.28344210996943464	0.10226810366208812	0.171734468189432	-0.1674921225721848	-0.08297162812658254
37250	0.2597426694441944	0.13210070701985613	-0.12764196242433826	0.24564275402208424	0.2805665727759772	0.10310787615915643	0.17120010785035164	-0.1641883883921002	-0.08172878197345254
37750	0.25944013825246365	0.13297398340815567	-0.12646615484430798	0.2475058296261013	0.28040687977311124	0.10037451436962978	0.1709064444768491	-0.1691227028751718	-0.08383676637413642
38250	0.2593500168527657	0.13290587889197553	-0.12644413796079018	0.246688460062019	0.2806323105748243	0.10367407360065586	0.1703921450350492	-0.16171790197185623	-0.08274786371126866
38750	0.25923351488156443	0.13234313985644408	-0.12689037502512035	0.24519946297096248	0.28191452281691975	0.09771535077581	0.17064979719925658	-0.17238311990613886	-0.08486499577303708
39250	0.25857699890893365	0.13210819004999	-0.12646880885894365	0.24584541579380104	0.2804447901882243	0.09884625175888734	0.1684128320114855	-0.167389620493029	-0.08624865939250359
39750	0.257654772409688	0.1306861574585404	-0.12696861495114758	0.24459543503138068	0.27918411888213795	0.09905645345029992	0.1691310412217745	-0.1644661533544785	-0.08591011484048208
40250	0.25798871929091594	0.10351152606252405	-0.15447719322839187	0.24238561409879145	0.2742341137262109	0.0746248026276578	0.17239439583283872	-0.18903104570575816	-0.07814351822748652
40750	0.25715528074891314	0.10821568294590547	-0.14893959780300767	0.242581715404743	0.2734677668477738	0.07277915831447339	0.17436425401760458	-0.1898882537213511	-0.07730979469942889
41250	0.25715528074891314	0.10821568294590547	-0.14893959780300767	0.24133958027117092	0.2735782089034651	0.07174199040533655	0.17386253856420414	-0.1890991187535901	-0.07633017093518846
41750	0.25715528074891314	0.10821568294590547	-0.14893959780300767	0.24171842586507664	0.2734412058952417	0.07563674834365078	0.1721843518659807	-0.18667109454540473	-0.07673985631069155
42250	0.25513981813174286	0.10854806136297017	-0.14659175676877267	0.2413361886020046	0.2724205343160676	0.06749941496747688	0.16828515157748755	-0.19480978499326834	-0.08051052665409264
42750	0.25388088573890755	0.10699067926174544	-0.1468902064771621	0.23947519736388378	0.2726704482952245	0.06994969940121501	0.1711558496020103	-0.18984899639766828	-0.0778890448064676
43250	0.2532003666668502	0.08663426663386084	-0.16656610003298936	0.23946581949489146	0.2691991213498831	0.0680321629039837	0.17637055432238768	-0.1892009919321243	-0.07309782622323527
43750	0.25266730532502735	0.08913613140307336	-0.163531173921954	0.2386873176836244	0.2677191821405637	0.06738800857200178	0.17570604719824562	-0.18962421232208357	-0.07387630238603332
44250	0.2507743083207613	0.10151186260654059	-0.1492624457142207	0.23728591407638855	0.2670879645476441	0.06612807686192455	0.179921276425682	-0.18824231657499027	-0.06753440459099838
44750	0.24815150423650428	0.11372502693162459	-0.1344264773048797	0.235095446359479	0.26469404671525154	0.06626241105159347	0.18070138862388213	-0.18918848996031817	-0.06205422164858862
45250	0.24541410751140522	0.11242439063293516	-0.13298971687847005	0.23273312420569417	0.2621669101021491	0.07503215285465656	0.19088774512199852	-0.1768386212895563	-0.050614783318404105
45750	0.24567077718488334	0.09894101550760666	-0.1467297616772767	0.23194215653398986	0.2599671349247331	0.07710563033798995	0.19588282543309993	-0.17223002789822098	-0.045375256990638796
46250	0.24275918336714458	0.17291696666409326	-0.06984221670305132	0.23084382037139167	0.26031541030884525	0.1346499848267428	0.2356249264666716	-0.11338871257411395	-0.007711570516470867
46750	0.24082356519374012	0.1945809840209133	-0.04624258117282681	0.23043278005852125	0.26055658116068015	0.15128210569207115	0.23403470863455392	-0.09435135233781397	-0.0080014545561988
47250	0.24004543204256729	0.19678847260194288	-0.04325695944062441	0.230018662463419	0.2594357242640756	0.1546416464144464	0.24214469234104974	-0.09050703267752064	-0.0012464394181384009
47750	0.241526174418422	0.2509803992033713	0.009454224784949283	0.2315063179915197	0.26631226846437006	0.17266967665917993	0.2619055054201567	-0.079217689550204	0.017256368069365174
48250	0.24066517807321733	0.2647001936639675	0.02403501559075019	0.23094931890508724	0.26670423865877774	0.17438733099737375	0.2717504883222828	-0.0768167530142975	0.03033094353819965
48750	0.24047993612572965	0.2646106232975433	0.02413068717181366	0.22958609248520911	0.26228677005789264	0.17231203854730867	0.2684959049675587	-0.07628564767494406	0.026203251661008592
49250	0.24047993612572965	0.2646106232975433	0.02413068717181366	0.23076960094927296	0.26600283027666005	0.1718196126402291	0.26737902667690505	-0.07970029485157029	0.025789076690117957
49750	0.24008215499682453	0.26671517959165353	0.026633024594828997	0.2308859894974046	0.2660204032284342	0.1657166645565566	0.2796837758267477	-0.08122977139698309	0.03351356112775028
