N	G	Cov	Iteration	dist_percent
2	50	0.1	192	0.509
2	50	0.1	193	0.961
2	50	0.1	194	0.139
2	50	0.1	195	0.287
2	50	0.1	196	0.753
2	50	0.1	197	0.907
2	50	0.1	198	0.154
2	50	0.1	199	0.821
2	50	0.1	200	0.197
2	50	0.1	201	0.14
2	50	0.1	202	0.317
2	50	0.1	203	0.4
2	50	0.1	204	0.492
2	50	0.1	205	0.445
2	50	0.1	206	0.062
2	50	0.1	207	0.009
2	50	0.1	208	0.59
2	50	0.1	209	0.636
2	50	0.1	210	0.326
2	50	0.1	211	0.422
2	50	0.1	212	0.625
2	50	0.1	213	0.007
2	50	0.1	214	0.137
2	50	0.1	215	0.52
2	50	0.1	216	0.092
2	50	0.1	217	0.645
2	50	0.1	218	0.352
2	50	0.1	219	0.498
2	50	0.1	220	0.199
2	50	0.1	221	0.982
2	50	0.1	222	0.847
2	50	0.1	223	0.212
2	50	0.1	224	0.056
2	50	0.1	225	0.942
2	50	0.1	226	0.412
2	50	0.1	227	0.893
2	50	0.1	228	0.905
2	50	0.1	229	0.394
2	50	0.1	230	0.056
2	50	0.1	231	0.89
2	50	0.1	232	0.091
2	50	0.1	233	0.199
2	50	0.1	234	0.914
2	50	0.1	235	0.914
2	50	0.1	236	0.44
2	50	0.1	237	0.226
2	50	0.1	238	0.68
2	50	0.1	239	0.009
2	50	0.1	240	0.716
2	50	0.1	241	0.52
2	50	0.1	242	0.017
2	50	0.1	243	0.199
2	50	0.1	244	0.825
2	50	0.1	245	0.671
2	50	0.1	246	0.191
2	50	0.1	247	0.602
2	50	0.1	248	0.652
2	50	0.1	249	0.135
2	50	0.1	250	0.987
2	50	0.1	251	0.309
2	50	0.1	252	0.03
2	50	0.1	253	0.275
2	50	0.1	254	0.663
2	50	0.1	255	0.816
2	50	0.1	256	0.503
2	50	0.1	257	0.858
2	50	0.1	258	0.107
2	50	0.1	259	0.465
2	50	0.1	260	0.967
2	50	0.1	261	0.04
2	50	0.1	262	0.268
2	50	0.1	263	0.327
2	50	0.1	264	0.152
2	50	0.1	265	0.046
2	50	0.1	266	0.046
2	50	0.1	267	0.494
2	50	0.1	268	0.838
2	50	0.1	269	0.015
2	50	0.1	270	0.016
2	50	0.1	271	0.171
2	50	0.1	272	0.565
2	50	0.1	273	0.66
2	50	0.1	274	0.551
2	50	0.1	275	0.088
2	50	0.1	276	0.615
2	50	0.1	277	0.232
2	50	0.1	278	0.515
2	50	0.1	279	0.148
2	50	0.1	280	0.848
2	50	0.1	281	0.186
2	50	0.1	282	0.501
2	50	0.1	283	0.809
2	50	0.1	284	0.604
2	50	0.1	285	0.426
2	50	0.1	286	0.839
2	50	0.1	287	0.023
2	50	0.1	288	0.709
2	50	0.1	289	0.054
2	50	0.1	290	0.283
2	50	0.1	291	0.238
2	50	0.1	292	0.096
2	50	0.1	293	0.287
2	50	0.1	294	0.417
2	50	0.1	295	0.734
2	50	0.1	296	0.633
2	50	0.1	297	0.283
2	50	0.1	298	0.336
2	50	0.1	299	0.209
2	50	0.1	300	0.181
2	50	0.1	301	0.836
2	50	0.1	302	0.515
2	50	0.1	303	0.523
2	50	0.1	304	0.254
2	50	0.1	305	0.851
2	50	0.1	306	0.902
2	50	0.1	307	0.313
2	50	0.1	308	0.322
2	50	0.1	309	0.261
2	50	0.1	310	0.667
2	50	0.1	311	0.853
2	50	0.1	312	0.034
2	50	0.1	313	0.341
2	50	0.1	314	0.994
2	50	0.1	315	0.213
2	50	0.1	316	0.392
2	50	0.1	317	0.224
2	50	0.1	318	0.896
2	50	0.1	319	0.823
2	50	0.1	320	0.862
2	50	0.1	321	0.914
2	50	0.1	322	0.772
2	50	0.1	323	0.319
2	50	0.1	324	0.814
2	50	0.1	325	0.213
2	50	0.1	326	0.294
2	50	0.1	327	0.87
2	50	0.1	328	0.413
2	50	0.1	329	0.26
2	50	0.1	330	0.593
2	50	0.1	331	0.908
2	50	0.1	332	0.82
2	50	0.1	333	0.572
2	50	0.1	334	0.813
2	50	0.1	335	0.687
2	50	0.1	336	0.486
2	50	0.1	337	0.529
2	50	0.1	338	0.357
2	50	0.1	339	0.404
2	50	0.1	340	0.709
2	50	0.1	341	0.689
2	50	0.1	342	0.95
2	50	0.1	343	0.757
2	50	0.1	344	0.104
2	50	0.1	345	0.739
2	50	0.1	346	0.871
2	50	0.1	347	0.489
2	50	0.1	348	0.858
2	50	0.1	349	0.725
2	50	0.1	350	0.068
2	50	0.1	351	0.529
2	50	0.1	352	0.261
2	50	0.1	353	0.58
2	50	0.1	354	0.764
2	50	0.1	355	0.197
2	50	0.1	356	0.953
2	50	0.1	357	0.498
2	50	0.1	358	0.888
2	50	0.1	359	0.802
2	50	0.1	360	0.558
2	50	0.1	361	0.315
2	50	0.1	362	0.584
2	50	0.1	363	0.076
2	50	0.1	364	0.424
2	50	0.1	365	0.163
2	50	0.1	366	0.293
2	50	0.1	367	0.713
2	50	0.1	368	0.751
2	50	0.1	369	0.236
2	50	0.1	370	0.507
2	50	0.1	371	0.156
2	50	0.1	372	0.411
2	50	0.1	373	0.745
2	50	0.1	374	0.293
2	50	0.1	375	0.045
2	50	0.1	376	0.71
2	50	0.1	377	0.9
2	50	0.1	378	0.96
2	50	0.1	379	0.194
2	50	0.1	380	0.845
2	50	0.1	381	0.651
2	50	0.1	382	0.164
2	50	0.1	383	0.011
2	50	0.1	384	0.081
2	50	0.1	385	0.713
2	50	0.1	386	0.211
2	50	0.1	387	0.776
2	50	0.1	388	0.531
2	50	0.1	389	0.201
2	50	0.1	390	0.728
2	50	0.1	391	0.562
2	50	0.1	392	0.069
2	50	0.1	393	0.598
2	50	0.1	394	0.795
2	50	0.1	395	0.302
2	50	0.1	396	0.584
2	50	0.1	397	0.332
2	50	0.1	398	0.62
2	50	0.1	399	0.862
2	50	0.1	400	0.868
2	50	0.1	401	0.942
2	50	0.1	402	0.472
2	50	0.1	403	0.066
2	50	0.1	404	0.714
2	50	0.1	405	0.195
2	50	0.1	406	0.829
2	50	0.1	407	0.193
2	50	0.1	408	0.655
2	50	0.1	409	0.552
2	50	0.1	410	0.914
2	50	0.1	411	0.038
2	50	0.1	412	0.396
2	50	0.1	413	0.199
2	50	0.1	414	0.379
2	50	0.1	415	0.031
2	50	0.1	416	0.474
2	50	0.1	417	0.648
2	50	0.1	418	0.241
2	50	0.1	419	0.513
2	50	0.1	420	0.204
2	50	0.1	421	0.957
2	50	0.1	422	0.814
2	50	0.1	423	0.051
2	50	0.1	424	0.405
2	50	0.1	425	0.89
2	50	0.1	426	0.33
2	50	0.1	427	0.077
2	50	0.1	428	0.547
2	50	0.1	429	0.061
2	50	0.1	430	0.547
2	50	0.1	431	0.595
2	50	0.1	432	0.845
2	50	0.1	433	0.974
2	50	0.1	434	0.122
2	50	0.1	435	0.766
2	50	0.1	436	0.848
2	50	0.1	437	0.389
2	50	0.1	438	0.259
2	50	0.1	439	0.253
2	50	0.1	440	0.091
2	50	0.1	441	0.926
2	50	0.1	442	0.01
2	50	0.1	443	0.383
2	50	0.1	444	0.645
2	50	0.1	445	0.319
2	50	0.1	446	0.324
2	50	0.1	447	0.105
2	50	0.1	448	0.294
2	50	0.1	449	0.341
2	50	0.1	450	0.233
2	50	0.1	451	0.543
2	50	0.1	452	0.204
2	50	0.1	453	0.738
2	50	0.1	454	0.62
2	50	0.1	455	0.503
2	50	0.1	456	0.357
2	50	0.1	457	0.063
2	50	0.1	458	0.336
2	50	0.1	459	0.232
2	50	0.1	460	0.755
2	50	0.1	461	0.358
2	50	0.1	462	0.074
2	50	0.1	463	0.129
2	50	0.1	464	0.819
2	50	0.1	465	0.973
2	50	0.1	466	0.686
2	50	0.1	467	0.365
2	50	0.1	468	0.753
2	50	0.1	469	0.08
2	50	0.1	470	0.415
2	50	0.1	471	0.952
2	50	0.1	472	0.881
2	50	0.1	473	0.307
2	50	0.1	474	0.667
2	50	0.1	475	0.327
2	50	0.1	476	0.313
2	50	0.1	477	0.874
2	50	0.1	478	0.315
2	50	0.1	479	0.678
2	50	0.1	480	0.837
2	50	0.1	481	0.962
2	50	0.1	482	0.391
2	50	0.1	483	0.457
2	50	0.1	484	0.174
2	50	0.1	485	0.496
2	50	0.1	486	0.497
2	50	0.1	487	0.182
2	50	0.1	488	0.868
2	50	0.1	489	0.355
2	50	0.1	490	0.561
2	50	0.1	491	0.361
2	50	0.1	492	0.001
2	50	0.1	493	0.667
2	50	0.1	494	0.988
2	50	0.1	495	0.94
2	50	0.1	496	0.122
2	50	0.1	497	0.739
2	50	0.1	498	0.833
2	50	0.1	499	0.446
2	50	0.1	500	0.883
2	50	0.1	501	0.313
2	50	0.1	502	0.703
2	50	0.1	503	0.982
2	50	0.1	504	0.676
2	50	0.1	505	0.314
2	50	0.1	506	0.437
2	50	0.1	507	0.862
2	50	0.1	508	0.388
2	50	0.1	509	0.846
2	50	0.1	510	0.962
2	50	0.1	511	0.214
2	50	0.1	512	0.596
2	50	0.1	513	0.094
2	50	0.1	514	0.46
2	50	0.1	515	0.762
2	50	0.1	516	0.756
2	50	0.1	517	0.403
2	50	0.1	518	0.0
2	50	0.1	519	0.941
2	50	0.1	520	0.204
2	50	0.1	521	0.356
2	50	0.1	522	0.065
2	50	0.1	523	0.533
2	50	0.1	524	0.831
2	50	0.1	525	0.223
2	50	0.1	526	0.52
2	50	0.1	527	0.65
2	50	0.1	528	0.118
2	50	0.1	529	0.496
2	50	0.1	530	0.436
2	50	0.1	531	0.298
2	50	0.1	532	0.458
2	50	0.1	533	0.841
2	50	0.1	534	0.948
2	50	0.1	535	0.885
2	50	0.1	536	0.881
2	50	0.1	537	0.276
2	50	0.1	538	0.19
2	50	0.1	539	0.683
2	50	0.1	540	0.037
2	50	0.1	541	0.16
2	50	0.1	542	0.396
2	50	0.1	543	0.184
2	50	0.1	544	0.731
2	50	0.1	545	0.594
2	50	0.1	546	0.784
2	50	0.1	547	0.521
2	50	0.1	548	0.463
2	50	0.1	549	0.616
2	50	0.1	550	0.697
2	50	0.1	551	0.605
2	50	0.1	552	0.865
2	50	0.1	553	0.004
2	50	0.1	554	0.139
2	50	0.1	555	0.8
2	50	0.1	556	0.765
2	50	0.1	557	0.826
2	50	0.1	558	0.576
2	50	0.1	559	0.361
2	50	0.1	560	0.562
2	50	0.1	561	0.949
2	50	0.1	562	0.296
2	50	0.1	563	0.166
2	50	0.1	564	0.346
2	50	0.1	565	0.004
2	50	0.1	566	0.121
2	50	0.1	567	0.892
2	50	0.1	568	0.226
2	50	0.1	569	0.305
2	50	0.1	570	0.904
2	50	0.1	571	0.331
2	50	0.1	572	0.958
2	50	0.1	573	0.487
2	50	0.1	574	0.372
2	50	0.1	575	0.937
2	50	0.1	576	0.684
2	50	0.1	577	0.28
2	50	0.1	578	0.818
2	50	0.1	579	0.403
2	50	0.1	580	0.796
2	50	0.1	581	0.27
2	50	0.1	582	0.105
2	50	0.1	583	0.451
2	50	0.1	584	0.224
2	50	0.1	585	0.355
2	50	0.1	586	0.265
2	50	0.1	587	0.374
2	50	0.1	588	0.332
2	50	0.1	589	0.764
2	50	0.1	590	0.523
2	50	0.1	591	0.786
2	50	0.1	592	0.347
2	50	0.1	593	0.031
2	50	0.1	594	0.531
2	50	0.1	595	0.914
2	50	0.1	596	0.636
2	50	0.1	597	0.487
2	50	0.1	598	0.909
2	50	0.1	599	0.641
2	50	0.1	600	0.707
2	50	0.1	601	0.345
2	50	0.1	602	0.959
2	50	0.1	603	0.095
2	50	0.1	604	0.691
2	50	0.1	605	0.015
2	50	0.1	606	0.693
2	50	0.1	607	0.459
2	50	0.1	608	0.755
2	50	0.1	609	0.192
2	50	0.1	610	0.974
2	50	0.1	611	0.536
2	50	0.1	612	0.831
2	50	0.1	613	0.358
2	50	0.1	614	0.677
2	50	0.1	615	0.333
2	50	0.1	616	0.199
2	50	0.1	617	0.451
2	50	0.1	618	0.247
2	50	0.1	619	0.969
2	50	0.1	620	0.774
2	50	0.1	621	0.614
2	50	0.1	622	0.299
2	50	0.1	623	0.645
2	50	0.1	624	0.88
2	50	0.1	625	0.635
2	50	0.1	626	0.433
2	50	0.1	627	0.865
2	50	0.1	628	0.393
2	50	0.1	629	0.56
2	50	0.1	630	0.625
2	50	0.1	631	0.177
2	50	0.1	632	0.832
2	50	0.1	633	0.886
2	50	0.1	634	0.614
2	50	0.1	635	0.226
2	50	0.1	636	0.449
2	50	0.1	637	0.168
2	50	0.1	638	0.142
2	50	0.1	639	0.976
2	50	0.1	640	0.685
2	50	0.1	641	0.333
2	50	0.1	642	0.805
2	50	0.1	643	0.791
2	50	0.1	644	0.371
2	50	0.1	645	0.367
2	50	0.1	646	0.208
2	50	0.1	647	0.54
2	50	0.1	648	0.989
2	50	0.1	649	0.016
2	50	0.1	650	0.85
2	50	0.1	651	0.078
2	50	0.1	652	0.494
2	50	0.1	653	0.662
2	50	0.1	654	0.696
2	50	0.1	655	0.848
2	50	0.1	656	0.786
2	50	0.1	657	0.77
2	50	0.1	658	0.27
2	50	0.1	659	0.134
2	50	0.1	660	0.32
2	50	0.1	661	0.927
2	50	0.1	662	0.595
2	50	0.1	663	0.811
2	50	0.1	664	0.573
2	50	0.1	665	0.083
2	50	0.1	666	0.604
2	50	0.1	667	0.561
2	50	0.1	668	0.221
2	50	0.1	669	0.74
2	50	0.1	670	0.037
2	50	0.1	671	0.079
2	50	0.1	672	0.781
2	50	0.1	673	0.737
2	50	0.1	674	0.39
2	50	0.1	675	0.922
2	50	0.1	676	0.824
2	50	0.1	677	0.855
2	50	0.1	678	0.004
2	50	0.1	679	0.993
2	50	0.1	680	0.419
2	50	0.1	681	0.581
2	50	0.1	682	0.933
2	50	0.1	683	0.095
2	50	0.1	684	0.082
2	50	0.1	685	0.701
2	50	0.1	686	0.279
2	50	0.1	687	0.227
2	50	0.1	688	0.204
2	50	0.1	689	0.856
2	50	0.1	690	0.138
2	50	0.1	691	0.304
2	50	0.1	692	0.629
2	50	0.1	693	0.979
2	50	0.1	694	0.291
2	50	0.1	695	0.99
2	50	0.1	696	0.598
2	50	0.1	697	0.784
2	50	0.1	698	0.684
2	50	0.1	699	0.857
2	50	0.1	700	0.17
2	50	0.1	701	0.58
2	50	0.1	702	0.875
2	50	0.1	703	0.779
2	50	0.1	704	0.643
2	50	0.1	705	0.843
2	50	0.1	706	0.872
2	50	0.1	707	0.327
2	50	0.1	708	0.749
2	50	0.1	709	0.687
2	50	0.1	710	0.637
2	50	0.1	711	0.666
2	50	0.1	712	0.071
2	50	0.1	713	0.946
2	50	0.1	714	0.927
2	50	0.1	715	0.929
2	50	0.1	716	0.104
2	50	0.1	717	0.13
2	50	0.1	718	0.19
2	50	0.1	719	0.48
2	50	0.1	720	0.31
2	50	0.1	721	0.818
2	50	0.1	722	0.046
2	50	0.1	723	0.22
2	50	0.1	724	0.226
2	50	0.1	725	0.897
2	50	0.1	726	0.566
2	50	0.1	727	0.522
2	50	0.1	728	0.319
2	50	0.1	729	0.15
2	50	0.1	730	0.316
2	50	0.1	731	0.624
2	50	0.1	732	0.48
2	50	0.1	733	0.147
2	50	0.1	734	0.894
2	50	0.1	735	0.768
2	50	0.1	736	0.79
2	50	0.1	737	0.693
2	50	0.1	738	0.16
2	50	0.1	739	0.279
2	50	0.1	740	0.238
2	50	0.1	741	0.635
2	50	0.1	742	0.106
2	50	0.1	743	0.684
2	50	0.1	744	0.347
2	50	0.1	745	0.535
2	50	0.1	746	0.172
2	50	0.1	747	0.655
2	50	0.1	748	0.957
2	50	0.1	749	0.518
2	50	0.1	750	0.126
2	50	0.1	751	0.147
2	50	0.1	752	0.795
2	50	0.1	753	0.494
2	50	0.1	754	0.967
2	50	0.1	755	0.282
2	50	0.1	756	0.966
2	50	0.1	757	0.787
2	50	0.1	758	0.944
2	50	0.1	759	0.469
2	50	0.1	760	0.035
2	50	0.1	761	0.947
2	50	0.1	762	0.074
2	50	0.1	763	0.182
2	50	0.1	764	0.829
2	50	0.1	765	0.526
2	50	0.1	766	0.117
2	50	0.1	767	0.817
2	50	0.1	768	0.622
2	50	0.1	769	0.769
2	50	0.1	770	0.01
2	50	0.1	771	0.199
2	50	0.1	772	0.527
2	50	0.1	773	0.644
2	50	0.1	774	0.613
2	50	0.1	775	0.436
2	50	0.1	776	0.922
2	50	0.1	777	0.734
2	50	0.1	778	0.176
2	50	0.1	779	0.722
2	50	0.1	780	0.334
2	50	0.1	781	0.223
2	50	0.1	782	0.335
2	50	0.1	783	0.812
2	50	0.1	784	0.447
2	50	0.1	785	0.435
2	50	0.1	786	0.501
2	50	0.1	787	0.42
2	50	0.1	788	0.417
2	50	0.1	789	0.984
2	50	0.1	790	0.759
2	50	0.1	791	0.298
2	50	0.1	792	0.867
2	50	0.1	793	0.734
2	50	0.1	794	0.832
2	50	0.1	795	0.608
2	50	0.1	796	0.736
2	50	0.1	797	0.009
2	50	0.1	798	0.548
2	50	0.1	799	0.851
2	50	0.1	800	1.0
2	50	0.1	801	0.538
2	50	0.1	802	0.263
2	50	0.1	803	0.091
2	50	0.1	804	0.956
2	50	0.1	805	0.026
2	50	0.1	806	0.327
2	50	0.1	807	0.283
2	50	0.1	808	0.315
2	50	0.1	809	0.494
2	50	0.1	810	0.029
2	50	0.1	811	0.258
2	50	0.1	812	0.14
2	50	0.1	813	0.933
2	50	0.1	814	0.977
2	50	0.1	815	0.092
2	50	0.1	816	0.901
2	50	0.1	817	0.719
2	50	0.1	818	0.83
2	50	0.1	819	0.258
2	50	0.1	820	0.338
2	50	0.1	821	0.937
2	50	0.1	822	0.729
2	50	0.1	823	0.728
2	50	0.1	824	0.738
2	50	0.1	825	0.959
2	50	0.1	826	0.368
2	50	0.1	827	0.544
2	50	0.1	828	0.079
2	50	0.1	829	0.382
2	50	0.1	830	0.444
2	50	0.1	831	0.353
2	50	0.1	832	0.974
2	50	0.1	833	0.539
2	50	0.1	834	0.099
2	50	0.1	835	0.702
2	50	0.1	836	0.758
2	50	0.1	837	0.916
2	50	0.1	838	0.641
2	50	0.1	839	0.386
2	50	0.1	840	0.417
2	50	0.1	841	0.095
2	50	0.1	842	0.077
2	50	0.1	843	0.548
2	50	0.1	844	0.74
2	50	0.1	845	0.205
2	50	0.1	846	0.814
2	50	0.1	847	0.528
2	50	0.1	848	0.61
2	50	0.1	849	0.025
2	50	0.1	850	0.569
2	50	0.1	851	0.173
2	50	0.1	852	0.009
2	50	0.1	853	0.625
2	50	0.1	854	0.051
2	50	0.1	855	0.122
2	50	0.1	856	0.12
2	50	0.1	857	0.914
2	50	0.1	858	0.034
2	50	0.1	859	0.322
2	50	0.1	860	0.114
2	50	0.1	861	0.851
2	50	0.1	862	0.872
2	50	0.1	863	0.832
2	50	0.1	864	0.729
2	50	0.1	865	0.502
2	50	0.1	866	0.967
2	50	0.1	867	0.654
2	50	0.1	868	0.303
2	50	0.1	869	0.074
2	50	0.1	870	0.552
2	50	0.1	871	0.51
2	50	0.1	872	0.475
2	50	0.1	873	0.887
2	50	0.1	874	0.473
2	50	0.1	875	0.087
2	50	0.1	876	1.0
2	50	0.1	877	0.479
2	50	0.1	878	0.755
2	50	0.1	879	0.647
2	50	0.1	880	0.628
2	50	0.1	881	0.827
2	50	0.1	882	0.697
2	50	0.1	883	0.369
2	50	0.1	884	0.145
2	50	0.1	885	0.084
2	50	0.1	886	0.097
2	50	0.1	887	0.014
2	50	0.1	888	0.881
2	50	0.1	889	0.436
2	50	0.1	890	0.934
2	50	0.1	891	0.573
2	50	0.1	892	0.793
2	50	0.1	893	0.358
2	50	0.1	894	0.817
2	50	0.1	895	0.143
2	50	0.1	896	0.497
2	50	0.1	897	0.165
2	50	0.1	898	0.824
2	50	0.1	899	0.956
2	50	0.1	900	0.593
2	50	0.1	901	0.127
2	50	0.1	902	0.284
2	50	0.1	903	0.564
2	50	0.1	904	0.779
2	50	0.1	905	0.282
2	50	0.1	906	0.981
2	50	0.1	907	0.861
2	50	0.1	908	0.726
2	50	0.1	909	0.724
2	50	0.1	910	0.067
2	50	0.1	911	0.206
2	50	0.1	912	0.464
2	50	0.1	913	0.512
2	50	0.1	914	0.089
2	50	0.1	915	0.089
2	50	0.1	916	0.348
2	50	0.1	917	0.249
2	50	0.1	918	0.322
2	50	0.1	919	0.26
2	50	0.1	920	0.765
2	50	0.1	921	0.011
2	50	0.1	922	0.366
2	50	0.1	923	0.268
2	50	0.1	924	0.24
2	50	0.1	925	0.973
2	50	0.1	926	0.191
2	50	0.1	927	0.959
2	50	0.1	928	0.068
2	50	0.1	929	0.488
2	50	0.1	930	0.132
2	50	0.1	931	0.796
2	50	0.1	932	0.314
2	50	0.1	933	0.781
2	50	0.1	934	0.906
2	50	0.1	935	0.714
2	50	0.1	936	0.932
2	50	0.1	937	0.664
2	50	0.1	938	0.42
2	50	0.1	939	0.636
2	50	0.1	940	0.2
2	50	0.1	941	0.828
2	50	0.1	942	0.734
2	50	0.1	943	0.727
2	50	0.1	944	0.85
2	50	0.1	945	0.103
2	50	0.1	946	0.418
2	50	0.1	947	0.221
2	50	0.1	948	0.874
2	50	0.1	949	0.631
2	50	0.1	950	0.28
2	50	0.1	951	0.505
2	50	0.1	952	0.45
2	50	0.1	953	0.139
2	50	0.1	954	0.267
2	50	0.1	955	0.994
2	50	0.1	956	0.931
2	50	0.1	957	0.607
2	50	0.1	958	0.451
2	50	0.1	959	0.45
2	50	0.1	960	0.744
2	50	0.1	961	0.76
2	50	0.1	962	0.796
2	50	0.1	963	0.449
2	50	0.1	964	0.908
2	50	0.1	965	0.333
2	50	0.1	966	0.417
2	50	0.1	967	0.667
2	50	0.1	968	0.415
2	50	0.1	969	0.089
2	50	0.1	970	0.444
2	50	0.1	971	0.186
2	50	0.1	972	0.134
2	50	0.1	973	0.527
2	50	0.1	974	0.185
2	50	0.1	975	0.18
2	50	0.1	976	0.621
2	50	0.1	977	0.186
2	50	0.1	978	0.241
2	50	0.1	979	0.175
2	50	0.1	980	0.487
2	50	0.1	981	0.647
2	50	0.1	982	0.137
2	50	0.1	983	0.737
2	50	0.1	984	0.351
2	50	0.1	985	0.198
2	50	0.1	986	0.349
2	50	0.1	987	0.951
2	50	0.1	988	0.479
2	50	0.1	989	0.307
2	50	0.1	990	0.912
2	50	0.1	991	0.994
2	50	0.1	992	0.37
2	50	0.1	993	0.47
2	50	0.1	994	0.808
2	50	0.1	995	0.455
2	50	0.1	996	0.374
