N	G	Cov	Iteration	dist_percent
50	8	0.1	717	0.552
50	8	0.1	718	0.429
50	8	0.1	719	0.14
50	8	0.1	720	0.483
50	8	0.1	721	0.187
50	8	0.1	722	0.728
50	8	0.1	723	0.182
50	8	0.1	724	0.168
50	8	0.1	725	0.897
50	8	0.1	726	0.571
50	8	0.1	727	0.195
50	8	0.1	728	0.161
50	8	0.1	729	0.198
50	8	0.1	730	0.727
50	8	0.1	731	0.781
50	8	0.1	732	0.026
50	8	0.1	733	0.3
50	8	0.1	734	0.222
50	8	0.1	735	0.351
50	8	0.1	736	0.044
50	8	0.1	737	0.383
50	8	0.1	738	0.734
50	8	0.1	739	0.252
50	8	0.1	740	0.177
50	8	0.1	741	0.954
50	8	0.1	742	0.196
50	8	0.1	743	0.805
50	8	0.1	744	0.59
50	8	0.1	745	0.469
50	8	0.1	746	0.477
50	8	0.1	747	0.573
50	8	0.1	748	0.38
50	8	0.1	749	0.933
50	8	0.1	750	0.693
50	8	0.1	751	0.008
50	8	0.1	752	0.413
50	8	0.1	753	0.031
50	8	0.1	754	0.397
50	8	0.1	755	0.601
50	8	0.1	756	0.762
50	8	0.1	757	0.259
50	8	0.1	758	0.402
50	8	0.1	759	0.222
50	8	0.1	760	0.886
50	8	0.1	761	0.923
50	8	0.1	762	0.13
50	8	0.1	763	0.022
50	8	0.1	764	0.655
50	8	0.1	765	0.596
50	8	0.1	766	0.302
50	8	0.1	767	0.254
50	8	0.1	768	0.723
50	8	0.1	769	0.271
50	8	0.1	770	0.788
50	8	0.1	771	0.837
50	8	0.1	772	0.163
50	8	0.1	773	0.521
50	8	0.1	774	0.186
50	8	0.1	775	0.566
50	8	0.1	776	0.475
50	8	0.1	777	0.956
50	8	0.1	778	0.247
50	8	0.1	779	0.776
50	8	0.1	780	0.014
50	8	0.1	781	0.238
50	8	0.1	782	0.434
50	8	0.1	783	0.109
50	8	0.1	784	0.669
50	8	0.1	785	0.025
50	8	0.1	786	0.844
50	8	0.1	787	0.733
50	8	0.1	788	0.002
50	8	0.1	789	0.19
50	8	0.1	790	0.507
50	8	0.1	791	0.257
50	8	0.1	792	0.897
50	8	0.1	793	0.139
50	8	0.1	794	0.431
50	8	0.1	795	0.23
50	8	0.1	796	0.203
50	8	0.1	797	0.139
50	8	0.1	798	0.353
50	8	0.1	799	0.402
50	8	0.1	800	0.756
50	8	0.1	801	0.799
50	8	0.1	802	0.439
50	8	0.1	803	0.809
50	8	0.1	804	0.332
50	8	0.1	805	0.664
50	8	0.1	806	0.14
50	8	0.1	807	0.132
50	8	0.1	808	0.72
50	8	0.1	809	0.921
50	8	0.1	810	0.49
50	8	0.1	811	0.102
50	8	0.1	812	0.51
50	8	0.1	813	0.134
50	8	0.1	814	0.061
50	8	0.1	815	0.136
50	8	0.1	816	0.003
50	8	0.1	817	0.032
50	8	0.1	818	0.297
50	8	0.1	819	0.185
50	8	0.1	820	0.036
50	8	0.1	821	0.423
50	8	0.1	822	0.241
50	8	0.1	823	0.804
50	8	0.1	824	0.608
50	8	0.1	825	0.376
50	8	0.1	826	0.018
50	8	0.1	827	0.676
50	8	0.1	828	0.315
50	8	0.1	829	0.324
50	8	0.1	830	0.372
50	8	0.1	831	0.083
50	8	0.1	832	0.388
50	8	0.1	833	0.942
50	8	0.1	834	0.774
50	8	0.1	835	0.224
50	8	0.1	836	0.338
50	8	0.1	837	0.96
50	8	0.1	838	0.519
50	8	0.1	839	0.363
50	8	0.1	840	0.052
50	8	0.1	841	0.215
50	8	0.1	842	0.565
50	8	0.1	843	0.099
50	8	0.1	844	0.64
50	8	0.1	845	0.017
50	8	0.1	846	0.098
50	8	0.1	847	0.348
50	8	0.1	848	0.635
50	8	0.1	849	0.086
50	8	0.1	850	0.052
50	8	0.1	851	0.461
50	8	0.1	852	0.811
50	8	0.1	853	0.781
50	8	0.1	854	0.865
50	8	0.1	855	0.122
50	8	0.1	856	0.122
50	8	0.1	857	0.029
50	8	0.1	858	0.613
50	8	0.1	859	0.45
50	8	0.1	860	0.38
50	8	0.1	861	0.26
50	8	0.1	862	0.789
50	8	0.1	863	0.908
50	8	0.1	864	0.093
50	8	0.1	865	0.352
50	8	0.1	866	0.636
50	8	0.1	867	0.806
50	8	0.1	868	0.099
50	8	0.1	869	0.012
50	8	0.1	870	0.761
50	8	0.1	871	0.009
50	8	0.1	872	0.804
50	8	0.1	873	0.591
50	8	0.1	874	0.165
50	8	0.1	875	0.176
50	8	0.1	876	0.711
50	8	0.1	877	0.971
50	8	0.1	878	0.679
50	8	0.1	879	0.898
50	8	0.1	880	0.66
50	8	0.1	881	0.026
50	8	0.1	882	0.419
50	8	0.1	883	0.743
50	8	0.1	884	0.482
50	8	0.1	885	0.506
50	8	0.1	886	0.249
50	8	0.1	887	0.897
50	8	0.1	888	0.011
50	8	0.1	889	0.589
50	8	0.1	890	0.933
50	8	0.1	891	0.493
50	8	0.1	892	0.337
50	8	0.1	893	0.096
50	8	0.1	894	0.766
50	8	0.1	895	0.166
50	8	0.1	896	0.337
50	8	0.1	897	0.834
50	8	0.1	898	0.157
50	8	0.1	899	0.977
50	8	0.1	900	0.771
50	8	0.1	901	0.54
50	8	0.1	902	0.573
50	8	0.1	903	0.506
50	8	0.1	904	0.983
50	8	0.1	905	0.137
50	8	0.1	906	0.124
50	8	0.1	907	0.44
50	8	0.1	908	0.124
50	8	0.1	909	0.406
50	8	0.1	910	0.083
50	8	0.1	911	0.869
50	8	0.1	912	0.775
50	8	0.1	913	0.161
50	8	0.1	914	0.053
50	8	0.1	915	0.434
50	8	0.1	916	0.335
50	8	0.1	917	0.428
50	8	0.1	918	0.608
50	8	0.1	919	0.367
50	8	0.1	920	0.546
50	8	0.1	921	0.731
50	8	0.1	922	0.037
50	8	0.1	923	0.079
50	8	0.1	924	0.492
50	8	0.1	925	0.524
50	8	0.1	926	0.107
50	8	0.1	927	0.669
50	8	0.1	928	0.475
50	8	0.1	929	0.286
50	8	0.1	930	0.713
50	8	0.1	931	0.23
50	8	0.1	932	0.671
50	8	0.1	933	0.675
50	8	0.1	934	0.534
50	8	0.1	935	0.364
50	8	0.1	936	0.227
50	8	0.1	937	0.892
50	8	0.1	938	0.189
50	8	0.1	939	0.686
50	8	0.1	940	0.29
50	8	0.1	941	0.339
50	8	0.1	942	0.254
50	8	0.1	943	0.618
50	8	0.1	944	0.376
50	8	0.1	945	0.912
50	8	0.1	946	0.611
50	8	0.1	947	0.128
50	8	0.1	948	0.58
50	8	0.1	949	0.607
50	8	0.1	950	0.67
50	8	0.1	951	0.008
50	8	0.1	952	0.097
50	8	0.1	953	0.633
50	8	0.1	954	0.354
50	8	0.1	955	0.124
50	8	0.1	956	0.274
50	8	0.1	957	0.101
50	8	0.1	958	0.747
50	8	0.1	959	0.325
50	8	0.1	960	0.297
50	8	0.1	961	0.852
50	8	0.1	962	0.359
50	8	0.1	963	0.212
50	8	0.1	964	0.131
50	8	0.1	965	0.617
50	8	0.1	966	0.782
50	8	0.1	967	0.918
50	8	0.1	968	0.126
50	8	0.1	969	0.531
50	8	0.1	970	0.009
50	8	0.1	971	0.315
50	8	0.1	972	0.496
50	8	0.1	973	0.075
50	8	0.1	974	0.874
50	8	0.1	975	0.484
50	8	0.1	976	0.767
50	8	0.1	977	0.82
50	8	0.1	978	0.605
50	8	0.1	979	0.958
50	8	0.1	980	0.132
50	8	0.1	981	0.105
50	8	0.1	982	0.089
50	8	0.1	983	0.48
50	8	0.1	984	0.766
50	8	0.1	985	0.417
50	8	0.1	986	0.898
50	8	0.1	987	0.065
50	8	0.1	988	0.161
50	8	0.1	989	0.436
50	8	0.1	990	0.398
50	8	0.1	991	0.086
50	8	0.1	992	0.48
50	8	0.1	993	0.731
50	8	0.1	994	0.528
50	8	0.1	995	0.12
50	8	0.1	996	0.127
